,r,señal,FFF,Limit,In,Z,Big Z,xpos,xneg,ypos,yneg,Rho,delta0 = 0.001 h0 = 228.57142857142858 h1 = -2714.2857142857138 h2 = 37142.857142857145 h3 = -900000.0 h4 = 800000.0
1311,-115.6,1.0794,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,108.29492753623188,-16.519565217391303,1.3599999999999999,-4.41386848636662e-05
1312,-113.05,1.0789,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,106.91829710144927,-15.142934782608696,1.33,-4.929006894615027e-05
1313,-110.5,1.0787,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,105.54166666666667,-13.766304347826088,1.3,-5.5868581266263564e-05
1314,-107.95,1.0777,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,104.16503623188406,-12.389673913043477,1.27,-6.449526314010716e-05
1315,-105.4,1.0774,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,102.78840579710145,-11.013043478260869,1.24,-7.618336659300634e-05
1316,-102.85,1.0767,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,101.41177536231883,-9.63641304347826,1.21,-9.268512251507613e-05
1317,-100.3,1.0764,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,100.03514492753624,-8.259782608695652,1.18,-0.0001172631110341014
1318,-97.75,1.0767,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,98.65851449275362,-6.883152173913044,1.15,-0.0001566112540720186
1319,-95.2,1.0759,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,97.28188405797101,-5.506521739130434,1.12,-0.00022642718469147516
1320,-92.65,1.075,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,95.9052536231884,-4.129891304347826,1.09,-0.00037155120570096594
1321,-90.1,1.0742,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,94.5286231884058,-2.753260869565217,1.0599999999999998,-0.0007696199602047942
1322,-87.55,1.074,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,93.15199275362319,-1.3766304347826086,1.03,-0.002826203861597883
1323,-85.0,1.0732,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,91.77536231884058,0.0,1.0,-9805.076989582383
1324,-82.45,1.0728,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,90.39873188405797,1.3766304347826086,0.9700000000000001,-17897.629493862813
1325,-79.9,1.0713,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,89.02210144927537,2.7532608695652123,0.9400000000000001,-16287.828751420942
1326,-77.35,1.0706,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,87.64547101449276,4.129891304347831,0.9099999999999999,-14777.569170675277
1327,-74.8,1.071,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,86.26884057971014,5.506521739130434,0.88,-13363.675147218639
1328,-72.25,1.0705,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,84.89221014492753,6.883152173913044,0.85,-12042.969941841171
1329,-69.7,1.0703,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,83.51557971014493,8.259782608695652,0.8200000000000001,-10812.27669805865
1330,-67.15,1.0686,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,82.13894927536232,9.636413043478255,0.79,-9668.418534678905
1331,-64.6,1.0678,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,80.76231884057971,11.013043478260874,0.7599999999999999,-8608.218563169139
1332,-62.05,1.0676,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,79.3856884057971,12.389673913043477,0.73,-7628.499892304347
1333,-59.5,1.0674,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,78.0090579710145,13.766304347826088,0.7,-6726.085629718783
1334,-56.95,1.0668,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,76.63242753623189,15.142934782608696,0.67,-5897.7988825092425
1335,-54.4,1.0656,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,75.25579710144928,16.519565217391303,0.64,-5140.462757497918
1336,-51.85,1.0651,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,73.87916666666666,17.896195652173912,0.61,-4450.900361357397
1337,-49.3,1.0649,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,72.50253623188406,19.27282608695652,0.58,-3825.9348006742575
1338,-46.75,1.0627,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,71.12590579710145,20.64945652173913,0.55,-3262.389181983539
1339,-44.2,1.0603,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,69.74927536231884,22.026086956521738,0.52,-2757.086611788203
1340,-41.65,1.0602,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,68.37264492753623,23.402717391304346,0.49,-2306.850196570615
1341,-39.1,1.056,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,66.99601449275362,24.779347826086955,0.46,-1908.5030427995475
1342,-36.55,1.0541,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,65.61938405797102,26.155978260869563,0.43,-1558.868256934615
1343,-34.0,1.0513,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,64.2427536231884,27.532608695652176,0.4,-1254.7689454290962
1344,-31.45,1.0494,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,62.866123188405794,28.909239130434784,0.37,-993.0282147318461
1345,-28.9,1.0494,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,61.48949275362319,30.285869565217393,0.33999999999999997,-770.4691712885472
1346,-26.35,1.0492,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,60.11286231884058,31.6625,0.31,-583.914921542602
1347,-23.8,1.0474,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,58.73623188405797,33.03913043478261,0.28,-430.1885719357306
1348,-21.25,1.0452,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,57.35960144927536,34.41576086956522,0.25,-306.1132289084203
1349,-18.7,1.0448,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,55.982971014492755,35.792391304347824,0.22,-208.51199890023113
1350,-16.15,1.044,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,54.60634057971014,37.169021739130436,0.18999999999999997,-134.20798835002932
1351,-13.6,1.0433,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,53.22971014492754,38.54565217391304,0.16,-80.02430369615799
1352,-11.05,1.0418,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,51.853079710144925,39.92228260869565,0.13,-42.78405137656696
1353,-8.5,1.0411,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,50.47644927536232,41.29891304347826,0.1,-19.310337828910498
1354,-5.95,1.0383,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,49.09981884057971,42.67554347826087,0.07,-6.4262694906263
1355,-3.4,1.0376,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,47.7231884057971,44.052173913043475,0.04,-0.9549527989978788
1356,-0.85,1.041,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,46.34655797101449,45.42880434782609,0.01,0.28050580879293097
1357,0.0,1.0393,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,45.88768115942029,45.88768115942029,0.0,0.3001162628848862
1358,0.85,1.0413,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,45.42880434782609,46.34655797101449,0.01,0.28050580879293097
1359,3.4,1.0423,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,44.052173913043475,47.7231884057971,0.04,-0.9549527989978788
1360,5.95,1.042,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,42.67554347826087,49.09981884057971,0.07,-6.4262694906263
1361,8.5,1.0443,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,41.29891304347826,50.47644927536232,0.1,-19.310337828910498
1362,11.05,1.046,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,39.92228260869565,51.853079710144925,0.13,-42.78405137656696
1363,13.6,1.0469,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,38.54565217391304,53.22971014492754,0.16,-80.02430369615799
1364,16.15,1.0469,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,37.169021739130436,54.60634057971014,0.18999999999999997,-134.20798835002932
1365,18.7,1.0497,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,35.792391304347824,55.982971014492755,0.22,-208.51199890023113
1366,21.25,1.0492,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,34.41576086956522,57.35960144927536,0.25,-306.1132289084203
1367,23.8,1.0506,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,33.03913043478261,58.73623188405797,0.28,-430.1885719357306
1368,26.35,1.0538,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,31.6625,58.926650943396226,0.31,-583.9149215409591
1369,28.9,1.0546,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,30.285869565217393,56.364622641509435,0.33999999999999997,-770.4691712788621
1370,31.45,1.0578,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,28.909239130434784,53.802594339622644,0.37,-993.0282147088999
1371,34.0,1.059,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,27.532608695652176,51.240566037735846,0.4,-1254.7689453856287
1372,36.55,1.0622,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,26.155978260869563,48.678537735849055,0.43,-1558.868256860657
1373,39.1,1.0637,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,24.779347826086955,46.116509433962264,0.46,-1908.5030426815013
1374,41.65,1.0649,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,23.402717391304346,43.55448113207547,0.49,-2306.8501963899666
1375,44.2,1.0657,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,22.026086956521738,40.99245283018868,0.52,-2757.086611519696
1376,46.75,1.0659,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,20.64945652173913,38.430424528301884,0.55,-3262.389181592523
1377,49.3,1.0676,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,19.27282608695652,35.86839622641509,0.58,-3825.9348001127632
1378,51.85,1.0674,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,17.896195652173912,33.3063679245283,0.61,-4450.900360558186
1379,54.4,1.0681,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,16.519565217391303,30.744339622641508,0.64,-5140.462756365229
1380,56.95,1.0693,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,15.142934782608696,28.182311320754717,0.67,-5897.798880903896
1381,59.5,1.0698,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,13.766304347826088,25.620283018867923,0.7,-6726.0856274333655
1382,62.05,1.071,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,12.389673913043477,23.058254716981132,0.73,-7628.499889020007
1383,64.6,1.071,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,11.013043478260874,20.49622641509434,0.7599999999999999,-8608.218558376302
1384,67.15,1.0713,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,9.636413043478255,17.934198113207547,0.79,-9668.418527522119
1385,69.7,1.0735,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,8.259782608695652,15.372169811320754,0.8200000000000001,-10812.276687007225
1386,72.25,1.0733,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,6.883152173913044,12.810141509433961,0.85,-12042.96992391191
1387,74.8,1.074,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,5.506521739130434,10.24811320754717,0.88,-13363.675115856491
1388,77.35,1.0737,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,4.129891304347831,7.686084905660377,0.9099999999999999,-14777.569108619842
1389,79.9,1.0745,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,2.7532608695652123,5.124056603773585,0.9400000000000001,-16287.828596847768
1390,82.45,1.0757,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,1.3766304347826086,2.5620283018867926,0.9700000000000001,-17897.628812750547
1391,85.0,1.0759,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,0.0,0.0,1.0,-0.0
1392,87.55,1.0765,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-2.5620283018867926,-2.5620283018867926,1.03,21428.570925060954
1393,90.1,1.0774,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-5.124056603773585,-5.124056603773585,1.0599999999999998,23356.06403526697
1394,92.65,1.0779,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-7.686084905660377,-7.686084905660377,1.09,25395.806427050113
1395,95.2,1.0776,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-10.24811320754717,-10.24811320754717,1.12,27550.97580558827
1396,97.75,1.0784,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-12.810141509433961,-12.810141509433961,1.15,29824.749167017293
1397,100.3,1.0776,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-15.372169811320754,-15.372169811320754,1.18,32220.303430792897
1398,102.85,1.0796,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-17.934198113207547,-17.934198113207547,1.21,34740.815499542885
1399,105.4,1.0796,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-20.49622641509434,-20.49622641509434,1.24,37389.46227069625
1400,107.95,1.0806,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-23.058254716981132,-23.058254716981132,1.27,40169.42063970044
1401,110.5,1.0814,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-25.620283018867923,-25.620283018867923,1.3,43083.86750113098
1402,113.05,1.0819,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-28.182311320754717,-28.182311320754717,1.33,46135.979749136575
1403,115.6,1.0823,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-30.744339622641508,-30.744339622641508,1.3599999999999999,49328.9342776395
1404,118.15,1.0836,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-33.3063679245283,-33.3063679245283,1.3900000000000001,52665.90798043385
1405,120.7,1.0828,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-35.86839622641509,-35.86839622641509,1.42,56150.07775123715
1406,123.25,1.0841,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-38.430424528301884,-38.430424528301884,1.45,59784.62048371948
1407,125.8,1.0846,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-40.99245283018868,-40.99245283018868,1.48,63572.713071519596
1408,128.35,1.0855,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-43.55448113207547,-43.55448113207547,1.51,67517.5324082561
1409,130.9,1.0851,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-46.116509433962264,-46.116509433962264,1.54,71622.25538753338
1410,133.45,1.0861,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-48.678537735849055,-48.678537735849055,1.5699999999999998,75890.05890294584
1411,136.0,1.085,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-51.240566037735846,-51.240566037735846,1.6,80324.11984808082
1412,138.55,1.086,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-53.802594339622644,-53.802594339622644,1.6300000000000001,84927.61511652039
1413,141.1,1.0861,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-56.364622641509435,-56.364622641509435,1.66,89703.72160184299
1414,143.65,1.0856,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-58.926650943396226,-58.926650943396226,1.6900000000000002,94655.61619762359
1415,146.2,1.0855,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-61.488679245283016,-61.488679245283016,1.72,99786.47579743536
1416,148.75,1.0851,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-64.05070754716981,-64.05070754716981,1.75,105099.47729484973
1417,151.3,1.0853,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-66.6127358490566,-66.6127358490566,1.78,110597.79758343662
1418,153.85,1.0848,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-69.1747641509434,-69.1747641509434,1.8099999999999998,116284.61355676498
1419,156.4,1.0846,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-71.73679245283019,-71.73679245283019,1.84,122163.10210840289
1420,158.95,1.0839,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-74.29882075471698,-74.29882075471698,1.8699999999999999,128236.44013191786
1421,161.5,1.0728,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-76.86084905660377,-76.86084905660377,1.9,134507.80452087623
1422,162.35,1.0521,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-77.71485849056604,-77.71485849056604,1.91,136642.81426889816
1423,163.2,0.99729,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-78.5688679245283,-78.5688679245283,1.92,138800.29759731283
1424,164.05,0.9021600000000001,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-79.42287735849057,-79.42287735849057,1.9300000000000002,140980.37216884462
1425,164.9,0.8058,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-80.27688679245283,-80.27688679245283,1.9400000000000002,143183.15564621816
1426,165.75,0.7094699999999999,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-81.13089622641509,-81.13089622641509,1.95,145408.76569215782
1427,166.6,0.61175,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-81.98490566037736,-81.98490566037736,1.96,147657.3199693889
1428,167.45,0.5017199999999999,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-82.83891509433963,-82.83891509433963,1.97,149928.93614063566
1429,168.3,0.39955999999999997,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-83.69292452830189,-83.69292452830189,1.9800000000000002,152223.73186862256
1430,169.15,0.30025,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-84.54693396226415,-84.54693396226415,1.99,154541.82481607475
1431,170.0,0.19882,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-85.40094339622641,-85.40094339622641,2.0,156883.33264571655
1432,170.85,0.11306,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-86.25495283018869,-86.25495283018869,2.01,159248.37302027264
1433,171.7,0.070403,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-87.10896226415095,-87.10896226415095,2.02,161637.06360246745
1434,172.55,0.058041999999999996,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-87.96297169811321,-87.96297169811321,2.0300000000000002,164049.52205502611
1435,173.4,0.05343200000000001,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-88.81698113207547,-88.81698113207547,2.04,166485.8660406729
1436,174.25,0.051143,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-89.67099056603773,-89.67099056603773,2.05,168946.21322213224
1437,175.1,0.049507999999999996,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-90.525,-90.525,2.06,171430.68126212934
1438,175.95,0.048155,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-91.37900943396227,-91.37900943396227,2.07,173939.3878233885
1439,176.8,0.04679,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-92.23301886792453,-92.23301886792453,2.08,176472.45056863409
1440,177.65,0.04539,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-93.08702830188679,-93.08702830188679,2.09,179029.9871605909
1441,178.5,0.044182,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-93.94103773584905,-93.94103773584905,2.1,181612.11526198438
1442,181.05,0.040443,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-96.50306603773585,-96.50306603773585,2.1300000000000003,189507.2252500252
1443,183.6,0.036556,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-99.06509433962265,-99.06509433962265,2.16,197627.89468107573
1444,186.15,0.032488,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-101.62712264150943,-101.62712264150943,2.19,205977.30044869962
1445,188.7,0.028487000000000002,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-104.18915094339623,-104.18915094339623,2.2199999999999998,214558.61944646252
1446,191.25,0.024656,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-106.75117924528301,-106.75117924528301,2.25,223375.02856792783
1447,193.8,0.021343,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-109.31320754716981,-109.31320754716981,2.2800000000000002,232429.70470666004
1448,196.35,0.018499,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-111.87523584905661,-111.87523584905661,2.31,241725.82475622324
1449,198.9,0.016038999999999998,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-114.43726415094339,-114.43726415094339,2.34,251266.56561018157
1450,201.45,0.014078,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-116.99929245283019,-116.99929245283019,2.3699999999999997,261055.10416209884
1451,204.0,0.012454,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-119.56132075471699,-119.56132075471699,2.4,271094.61730554025
1452,206.55,0.011114,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-122.12334905660377,-122.12334905660377,2.43,281388.28193406813
1453,208.25,0.010381,0,200,0,85,0.07502906574394465,87.43436754176611,87.43436754176611,-123.83136792452831,-123.83136792452831,2.45,288393.48912557476
1454,-59.5,0.030369,0,25,1,85,0.07502906574394465,72.13335322195704,-72.9541788856305,5.735960144927536,5.735960144927536,0.7,7.230736704462012e-09
1455,-57.8,0.031874,0,25,1,85,0.07502906574394465,70.38466587112171,-70.41664222873901,5.735960144927536,5.735960144927536,0.6799999999999999,2.8271804235293116e-10
1456,-55.25,0.034473000000000004,0,25,1,85,0.07502906574394465,67.76163484486874,-66.61033724340176,5.735960144927536,5.735960144927536,0.65,-1.0223143415149698e-08
1457,-52.7,0.037321,0,25,1,85,0.07502906574394465,65.13860381861575,-62.80403225806452,5.735960144927536,5.735960144927536,0.62,-2.0851958423293334e-08
1458,-50.15,0.040574,0,25,1,85,0.07502906574394465,62.51557279236277,-58.997727272727275,5.735960144927536,5.735960144927536,0.59,-3.163780180062901e-08
1459,-47.6,0.044262,0,25,1,85,0.07502906574394465,59.89254176610979,-55.19142228739003,5.735960144927536,5.735960144927536,0.56,-4.262686501313818e-08
1460,-45.05,0.048941000000000005,0,25,1,85,0.07502906574394465,57.2695107398568,-51.385117302052784,5.735960144927536,5.735960144927536,0.5299999999999999,-5.3881524891733364e-08
1461,-42.5,0.054272,0,25,1,85,0.07502906574394465,54.64647971360382,-47.57881231671554,5.735960144927536,5.735960144927536,0.5,-6.54887566381558e-08
1462,-39.95,0.059973,0,25,1,85,0.07502906574394465,52.023448687350836,-43.7725073313783,5.735960144927536,5.735960144927536,0.47000000000000003,-7.757224128796697e-08
1463,-37.4,0.06666699999999999,0,25,1,85,0.07502906574394465,49.400417661097855,-39.96620234604106,5.735960144927536,5.735960144927536,0.44,-9.031138501951854e-08
1464,-34.85,0.073634,0,25,1,85,0.07502906574394465,46.777386634844866,-36.15989736070381,5.735960144927536,5.735960144927536,0.41000000000000003,-1.0397467988991811e-07
1465,-32.3,0.080874,0,25,1,85,0.07502906574394465,44.154355608591885,-32.35359237536657,5.735960144927536,5.735960144927536,0.37999999999999995,-1.1898217550479194e-07
1466,-29.75,0.08872200000000001,0,25,1,85,0.07502906574394465,41.531324582338904,-28.547287390029325,5.735960144927536,5.735960144927536,0.35,-1.36016261120452e-07
1467,-28.9,0.091803,0,25,1,85,0.07502906574394465,40.65698090692124,-27.278519061583577,5.735960144927536,5.735960144927536,0.33999999999999997,-1.4232667918094016e-07
1468,-28.05,0.096377,0,25,1,85,0.07502906574394465,39.78263723150358,-26.009750733137828,5.735960144927536,5.735960144927536,0.33,-1.4904778828448316e-07
1469,-27.2,0.10636,0,25,1,85,0.07502906574394465,38.908293556085916,-24.740982404692083,5.735960144927536,5.735960144927536,0.32,-1.562562342764334e-07
1470,-26.35,0.13429000000000002,0,25,1,85,0.07502906574394465,38.03394988066826,-23.472214076246335,5.735960144927536,5.735960144927536,0.31,-1.6404780699959933e-07
1471,-25.5,0.2276,0,25,1,85,0.07502906574394465,37.1596062052506,-22.203445747800586,5.735960144927536,5.735960144927536,0.3,-1.7254345949152195e-07
1472,-24.65,0.4499,0,25,1,85,0.07502906574394465,36.285262529832934,-20.934677419354838,5.735960144927536,5.735960144927536,0.29,-1.81898201494045e-07
1473,-23.8,0.77322,0,25,1,85,0.07502906574394465,35.41091885441527,-19.66590909090909,5.735960144927536,5.735960144927536,0.28,-1.9231284057379686e-07
1474,-22.95,1.152,0,25,1,85,0.07502906574394465,34.536575178997616,-18.397140762463344,5.735960144927536,5.735960144927536,0.27,-2.0405284660126907e-07
1475,-22.1,1.5164,0,25,1,85,0.07502906574394465,33.66223150357995,-17.128372434017596,5.735960144927536,5.735960144927536,0.26,-2.1747479166360703e-07
1476,-21.25,1.9018,0,25,1,85,0.07502906574394465,32.78788782816229,-15.859604105571847,5.735960144927536,5.735960144927536,0.25,-2.330686781527124e-07
1477,-20.4,2.307,0,25,1,85,0.07502906574394465,31.91354415274463,-14.5908357771261,5.735960144927536,5.735960144927536,0.24,-2.5152407858447046e-07
1478,-19.55,2.6981,0,25,1,85,0.07502906574394465,31.03920047732697,-13.322067448680352,5.735960144927536,5.735960144927536,0.23,-2.7384047203541263e-07
1479,-18.7,3.0867,0,25,1,85,0.07502906574394465,30.16485680190931,-12.053299120234604,5.735960144927536,5.735960144927536,0.22,-3.015169315556277e-07
1480,-17.85,3.4621,0,25,1,85,0.07502906574394465,29.290513126491646,-10.784530791788857,5.735960144927536,5.735960144927536,0.21000000000000002,-3.368968421944773e-07
1481,-17.0,3.7857,0,25,1,85,0.07502906574394465,28.416169451073987,-9.515762463343108,5.735960144927536,5.735960144927536,0.2,-3.838344193030674e-07
1482,-16.15,3.9577,0,25,1,85,0.07502906574394465,27.541825775656324,-8.24699413489736,5.735960144927536,5.735960144927536,0.18999999999999997,-4.490864116099112e-07
1483,-15.3,4.0259,0,25,1,85,0.07502906574394465,26.667482100238665,-6.978225806451613,5.735960144927536,5.735960144927536,0.18000000000000002,-5.455178252786846e-07
1484,-14.45,4.041,0,25,1,85,0.07502906574394465,25.793138424821002,-5.709457478005865,5.735960144927536,5.735960144927536,0.16999999999999998,-7.0050472263569e-07
1485,-13.6,4.0464,0,25,1,85,0.07502906574394465,24.918794749403343,-4.440689149560117,5.735960144927536,5.735960144927536,0.16,-9.823025480297682e-07
1486,-12.75,4.0464,0,25,1,85,0.07502906574394465,24.04445107398568,-3.1719208211143695,5.735960144927536,5.735960144927536,0.15,-1.608638788443469e-06
1487,-10.2,4.0464,0,25,1,85,0.07502906574394465,21.421420047732695,0.43717183770883056,5.735960144927536,5.735960144927536,0.12,-33.58670395531802
1488,-7.65,4.0382,0,25,1,85,0.07502906574394465,18.798389021479714,3.060202863961814,5.735960144927536,5.735960144927536,0.09000000000000001,-13.99590417814858
1489,-5.1,4.0396,0,25,1,85,0.07502906574394465,16.17535799522673,5.683233890214797,5.735960144927536,5.735960144927536,0.06,-3.9357417281298335
