                        -208.25		7.0699E-03		7.6380E+00
			-206.55		7.3185E-03		7.6245E+00
			-204.00		7.7136E-03		7.5840E+00
			-201.45		8.1970E-03		7.6125E+00
			-198.90		8.6957E-03		7.5900E+00
			-196.35		9.3189E-03		7.5975E+00
			-193.80		10.063E-03		7.6320E+00
			-191.25		10.997E-03		7.5840E+00
			-188.70		12.108E-03		7.6065E+00
			-186.15		13.383E-03		7.6215E+00
			-183.60		14.791E-03		7.5855E+00
			-181.05		16.421E-03		7.6365E+00
			-178.50		18.524E-03		7.5795E+00
			-177.65		19.532E-03		7.6335E+00
			-176.80		21.111E-03		7.6170E+00
			-175.95		24.442E-03		7.5975E+00
			-175.10		33.340E-03		7.6035E+00
			-174.25		55.676E-03		7.5975E+00
			-173.40		95.030E-03		7.6365E+00
			-172.55		148.81E-03		7.5900E+00
			-171.70		203.80E-03		7.5810E+00
			-170.85		262.45E-03		7.6380E+00
			-170.00		322.60E-03		7.5810E+00
			-169.15		383.85E-03		7.6335E+00
			-168.30		443.61E-03		7.5810E+00
			-167.45		500.79E-03		7.6320E+00
			-166.60		556.06E-03		7.5855E+00
			-165.75		595.33E-03		7.6395E+00
			-164.90		615.81E-03		7.5900E+00
			-164.05		626.06E-03		7.6335E+00
			-163.20		630.58E-03		7.5930E+00
			-162.35		634.18E-03		7.6350E+00
			-161.50		636.49E-03		7.5885E+00
			-158.95		644.26E-03		7.6320E+00
			-156.40		650.93E-03		7.6275E+00
			-153.85		657.70E-03		7.5855E+00
			-151.30		664.96E-03		7.6380E+00
			-148.75		671.78E-03		7.6230E+00
			-146.20		679.06E-03		7.5855E+00
			-143.65		686.43E-03		7.6395E+00
			-141.10		693.81E-03		7.5885E+00
			-138.55		701.10E-03		7.6380E+00
			-136.00		708.21E-03		7.5825E+00
			-133.45		715.67E-03		7.6125E+00
			-130.90		723.73E-03		7.6230E+00
			-128.35		730.78E-03		7.6110E+00
			-125.80		739.05E-03		7.6395E+00
			-123.25		746.34E-03		7.5810E+00
			-120.70		754.80E-03		7.5795E+00
			-118.15		762.17E-03		7.6125E+00
