,r,señal,FFF,Limit,Area,In,Z,Zs,Big Z,Big Z Col,xpos,xneg,ypos,yneg,Rho,Analytic function,Limited
602,-119.0,0.013580372413793102,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,128.01230228471002,-52.62525458248472,21.225071225071225,21.225071225071225,1.19,0.0005296684472271063,0
603,-118.0,0.013692606896551723,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,127.25483304042179,-51.74745417515275,21.225071225071225,21.225071225071225,1.18,0.0005500316013605734,0
604,-117.0,0.013804841379310345,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,126.49736379613357,-50.86965376782077,21.225071225071225,21.225071225071225,1.17,0.0005714937185888921,0
605,-116.0,0.013917075862068966,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,125.73989455184534,-49.99297012302285,21.225071225071225,21.225071225071225,1.16,0.0005941017414785664,0
606,-115.0,0.014029310344827586,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,124.98242530755712,-49.23550087873462,21.225071225071225,21.225071225071225,1.15,0.000614439782717464,0
607,-114.0,0.014141544827586207,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,124.22495606326889,-48.478031634446396,21.225071225071225,21.225071225071225,1.14,0.000635769059770087,0
608,-113.0,0.014253779310344827,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,123.46748681898067,-47.72056239015817,21.225071225071225,21.225071225071225,1.13,0.0006581535074626356,0
609,-112.0,0.014366013793103448,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,122.71001757469244,-46.96309314586995,21.225071225071225,21.225071225071225,1.12,0.000681662261180889,0
610,-111.0,0.014478248275862068,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,121.95254833040421,-46.205623901581724,21.225071225071225,21.225071225071225,1.11,0.000706370170831511,0
611,-110.0,0.014590482758620689,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,121.195079086116,-45.4481546572935,21.225071225071225,21.225071225071225,1.1,0.000732358374941526,0
612,-109.0,0.01470271724137931,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,120.43760984182776,-44.69068541300527,21.225071225071225,21.225071225071225,1.09,0.0007597149430654947,0
613,-108.0,0.01481495172413793,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,119.68014059753955,-43.933216168717045,21.225071225071225,21.225071225071225,1.08,0.0007885355959370402,0
614,-107.0,0.01492718620689655,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,118.92267135325132,-43.17574692442882,21.225071225071225,21.225071225071225,1.07,0.0008189245142958312,0
615,-106.0,0.015039420689655173,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,118.16520210896309,-42.4182776801406,21.225071225071225,21.225071225071225,1.06,0.0008509952490760949,0
616,-105.0,0.015151655172413793,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,117.40773286467487,-41.660808435852374,21.225071225071225,21.225071225071225,1.05,0.0008848717477218628,0
617,-104.0,0.015263889655172414,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,116.65026362038664,-40.90333919156415,21.225071225071225,21.225071225071225,1.04,0.0009206895138540353,0
618,-103.0,0.015376124137931034,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,115.89279437609842,-40.14586994727592,21.225071225071225,21.225071225071225,1.03,0.0009585969204442112,0
619,-102.0,0.015488358620689655,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,115.13532513181019,-39.388400702987695,21.225071225071225,21.225071225071225,1.02,0.0009987567001326352,0
620,-101.0,0.015600593103448275,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,114.37785588752197,-38.63093145869947,21.225071225071225,21.225071225071225,1.01,0.0010413476405061765,0
621,-100.0,0.015712827586206898,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,113.62038664323374,-37.87346221441125,21.225071225071225,21.225071225071225,1.0,0.0010865665171526228,0
622,-99.0,0.015825062068965518,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,112.86291739894551,-37.115992970123024,21.225071225071225,21.225071225071225,0.99,0.0011346303033348624,0
623,-98.0,0.01593729655172414,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,112.1054481546573,-36.3585237258348,21.225071225071225,21.225071225071225,0.98,0.0011857787024072556,0
624,-97.0,0.01604953103448276,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,111.34797891036906,-35.601054481546576,21.225071225071225,21.225071225071225,0.97,0.0012402770579203024,0
625,-96.0,0.01616176551724138,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,110.59050966608085,-34.843585237258345,21.225071225071225,21.225071225071225,0.96,0.001298419707099079,0
626,-95.0,0.016274,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,109.83304042179262,-34.08611599297012,21.225071225071225,21.225071225071225,0.95,0.001360533856500311,0
627,-94.0,0.016640500000000003,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,109.0755711775044,-33.3286467486819,21.225071225071225,21.225071225071225,0.94,0.0014269840747425696,0
628,-93.0,0.017007,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,108.31810193321617,-32.571177504393674,21.225071225071225,21.225071225071225,0.93,0.001498177517034535,0
629,-92.0,0.017408,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,107.56063268892794,-31.813708260105447,21.225071225071225,21.225071225071225,0.92,0.0015745700207419788,0
630,-91.0,0.017809000000000002,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,106.80316344463972,-31.056239015817223,21.225071225071225,21.225071225071225,0.91,0.001656673241728804,0
631,-90.0,0.01821,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,106.04569420035149,-30.298769771529,21.225071225071225,21.225071225071225,0.9,0.0017450630392703084,0
632,-89.0,0.018717666666666667,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,105.28822495606327,-29.54130052724077,21.225071225071225,21.225071225071225,0.89,0.001840389365128435,0
633,-88.0,0.019225333333333334,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,104.53075571177504,-28.783831282952548,21.225071225071225,21.225071225071225,0.88,0.001943387972662764,0
634,-87.0,0.019733,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,103.77328646748681,-28.026362038664324,21.225071225071225,21.225071225071225,0.87,0.0020548943383392007,0
635,-86.0,0.020209666666666667,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,103.0158172231986,-27.2688927943761,21.225071225071225,21.225071225071225,0.86,0.002175860285578057,0
636,-85.0,0.020686333333333334,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,102.25834797891036,-26.511423550087873,21.225071225071225,21.225071225071225,0.85,0.0023073739261442587,0
637,-84.0,0.021163,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,101.50087873462215,-25.75395430579965,21.225071225071225,21.225071225071225,0.84,0.0024506836960554654,0
638,-83.0,0.021752666666666667,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,100.74340949033392,-24.996485061511425,21.225071225071225,21.225071225071225,0.83,0.002607227473348945,0
639,-82.0,0.022342333333333336,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,99.9859402460457,-24.239015817223198,21.225071225071225,21.225071225071225,0.82,0.002778668040450357,0
640,-81.0,0.022932,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,99.22847100175747,-23.481546572934974,21.225071225071225,21.225071225071225,0.81,0.0029669365171331253,0
641,-80.0,0.023573333333333335,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,98.47100175746924,-22.72407732864675,21.225071225071225,21.225071225071225,0.8,0.0031742858728430177,0
642,-79.0,0.024214666666666666,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,97.71353251318102,-21.966608084358523,21.225071225071225,21.225071225071225,0.79,0.0034033572741035325,0
643,-78.0,0.024856,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,96.95606326889279,-21.2091388400703,21.225071225071225,21.225071225071225,0.78,0.0036572628971054803,0
644,-77.0,0.025523666666666667,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,96.19859402460457,-20.451669595782075,21.225071225071225,21.225071225071225,0.77,0.003939690028239789,0
645,-76.0,0.026191333333333334,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,95.44112478031634,-19.694200351493848,21.225071225071225,21.225071225071225,0.76,0.004255032917880921,0
646,-75.0,0.026859,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,94.68365553602811,-18.936731107205624,21.225071225071225,21.225071225071225,0.75,0.0046085611382484844,0
647,-74.0,0.027612,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,93.9261862917399,-18.1792618629174,21.225071225071225,21.225071225071225,0.74,0.005006636411249445,0
648,-73.0,0.028365,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,93.16871704745166,-17.421792618629173,21.225071225071225,21.225071225071225,0.73,0.0054569944478029845,0
649,-72.0,0.029118,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,92.41124780316345,-16.66432337434095,21.225071225071225,21.225071225071225,0.72,0.0059691149332859236,0
650,-71.0,0.029898,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,91.65377855887522,-15.906854130052723,21.225071225071225,21.225071225071225,0.71,0.00655471242069657,0
651,-70.0,0.030678,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,90.896309314587,-15.1493848857645,21.225071225071225,21.225071225071225,0.7,0.007228395150701173,0
652,-69.0,0.031458,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,90.13884007029877,-14.391915641476274,21.225071225071225,21.225071225071225,0.69,0.008008560256355516,0
653,-68.0,0.03226333333333333,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,89.38137082601054,-13.63444639718805,21.225071225071225,21.225071225071225,0.68,0.008918626576546951,0
654,-67.0,0.03306866666666667,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,88.62390158172232,-12.876977152899824,21.225071225071225,21.225071225071225,0.67,0.009988757265271007,0
655,-66.0,0.033874,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,87.86643233743409,-12.119507908611599,21.225071225071225,21.225071225071225,0.66,0.011258305153652988,0
656,-65.0,0.034688000000000004,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,87.10896309314587,-11.362038664323375,21.225071225071225,21.225071225071225,0.65,0.012779344442194866,0
657,-64.0,0.035502,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,86.35149384885764,-10.60456942003515,21.225071225071225,21.225071225071225,0.64,0.014621868164132298,0
658,-63.0,0.036316,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,85.59402460456943,-9.847100175746924,21.225071225071225,21.225071225071225,0.63,0.01688159594912459,0
659,-62.0,0.037247333333333334,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,84.8365553602812,-9.0896309314587,21.225071225071225,21.225071225071225,0.62,0.019691969443553586,0
660,-61.0,0.038178666666666666,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,84.07908611599296,-8.332161687170474,21.225071225071225,21.225071225071225,0.61,0.023243038245929458,0
661,-60.0,0.03911,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,83.32161687170475,-7.57469244288225,21.225071225071225,21.225071225071225,0.6,0.0278119942476925,0
662,-59.0,0.040157,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,82.56414762741652,-6.817223198594025,21.225071225071225,21.225071225071225,0.59,0.03381396126771033,0
663,-58.0,0.041193,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,81.8066783831283,-6.059753954305799,21.225071225071225,21.225071225071225,0.58,0.04188901416616696,0
664,-57.0,0.04288,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,81.04920913884007,-5.302284710017575,21.225071225071225,21.225071225071225,0.57,0.05305566534180521,0
665,-56.0,0.04615,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,80.29173989455184,-4.54481546572935,21.225071225071225,21.225071225071225,0.56,0.06898826232437925,0
666,-55.0,0.057277,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,79.53427065026362,-3.787346221441125,21.225071225071225,21.225071225071225,0.55,0.09252317310043229,0
667,-54.0,0.092179,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,78.77680140597539,-3.0298769771528997,21.225071225071225,21.225071225071225,0.54,0.12855369530962968,0
668,-53.0,0.16702,0.0,100.0,10000.0,1,100,0.0,0.05420850000000001,0.05420850000000001,78.01933216168717,-2.272407732864675,21.225071225071225,21.225071225071225,0.53,0.18537834763459474,0
