,r,señal,FFF,Area,In,Z
1434,143.0,0.008407,1,400,1,100
1435,140.0,0.0087576,1,400,1,100
1436,137.0,0.0091885,1,400,1,100
1437,134.0,0.009712899999999998,1,400,1,100
1438,131.0,0.010265,1,400,1,100
1439,128.0,0.010956,1,400,1,100
1440,125.0,0.011661,1,400,1,100
1441,122.0,0.012381999999999999,1,400,1,100
1442,119.0,0.013156000000000001,1,400,1,100
1443,116.0,0.013932,1,400,1,100
1444,113.0,0.014866999999999998,1,400,1,100
1445,110.0,0.01615,1,400,1,100
1446,109.0,0.016595,1,400,1,100
1447,108.0,0.017268000000000002,1,400,1,100
1448,107.0,0.018382,1,400,1,100
1449,106.0,0.021032,1,400,1,100
1450,105.0,0.029158,1,400,1,100
1451,104.0,0.050626,1,400,1,100
1452,103.0,0.095812,1,400,1,100
1453,102.0,0.15825,1,400,1,100
1454,101.0,0.23287,1,400,1,100
1455,100.0,0.31001,1,400,1,100
1456,99.0,0.39071,1,400,1,100
1457,98.0,0.46926999999999996,1,400,1,100
1458,97.0,0.5472100000000001,1,400,1,100
1459,96.0,0.61278,1,400,1,100
1460,95.0,0.66008,1,400,1,100
1461,94.0,0.68392,1,400,1,100
1462,93.0,0.69485,1,400,1,100
1463,92.0,0.69994,1,400,1,100
1464,91.0,0.70375,1,400,1,100
1465,90.0,0.7071,1,400,1,100
1466,87.0,0.71646,1,400,1,100
1467,84.0,0.72543,1,400,1,100
1468,81.0,0.73395,1,400,1,100
1469,78.0,0.74366,1,400,1,100
1470,75.0,0.75146,1,400,1,100
1471,72.0,0.76076,1,400,1,100
1472,69.0,0.7694300000000001,1,400,1,100
1473,66.0,0.77895,1,400,1,100
1474,63.0,0.78678,1,400,1,100
1475,60.0,0.7944,1,400,1,100
1476,57.0,0.80455,1,400,1,100
1477,54.0,0.81226,1,400,1,100
1478,51.0,0.81985,1,400,1,100
1479,48.0,0.8285299999999999,1,400,1,100
1480,45.0,0.83746,1,400,1,100
1481,42.0,0.8452299999999999,1,400,1,100
1482,39.0,0.85388,1,400,1,100
1483,36.0,0.85961,1,400,1,100
1484,33.0,0.86708,1,400,1,100
1485,30.0,0.8747799999999999,1,400,1,100
1486,27.0,0.8809299999999999,1,400,1,100
1487,24.0,0.8869799999999999,1,400,1,100
1488,21.0,0.8928,1,400,1,100
1489,18.0,0.89786,1,400,1,100
1490,15.0,0.90146,1,400,1,100
1491,12.0,0.90523,1,400,1,100
1492,9.0,0.90854,1,400,1,100
1493,6.0,0.90956,1,400,1,100
1494,3.0,0.91214,1,400,1,100
1495,0.0,0.9112899999999999,1,400,1,100
1496,3.0,0.91046,1,400,1,100
1497,6.0,0.9091299999999999,1,400,1,100
1498,9.0,0.90745,1,400,1,100
1499,12.0,0.9043,1,400,1,100
1500,15.0,0.89922,1,400,1,100
1501,18.0,0.89541,1,400,1,100
1502,21.0,0.88989,1,400,1,100
1503,24.0,0.8849100000000001,1,400,1,100
1504,27.0,0.87877,1,400,1,100
1505,30.0,0.87166,1,400,1,100
1506,33.0,0.86579,1,400,1,100
1507,36.0,0.85819,1,400,1,100
1508,39.0,0.84956,1,400,1,100
1509,42.0,0.8421700000000001,1,400,1,100
1510,45.0,0.8356,1,400,1,100
1511,48.0,0.8255600000000001,1,400,1,100
1512,51.0,0.81787,1,400,1,100
1513,54.0,0.8103199999999999,1,400,1,100
1514,57.0,0.8006,1,400,1,100
1515,60.0,0.79219,1,400,1,100
1516,63.0,0.78398,1,400,1,100
1517,66.0,0.77437,1,400,1,100
1518,69.0,0.76644,1,400,1,100
1519,72.0,0.75769,1,400,1,100
1520,75.0,0.74908,1,400,1,100
1521,78.0,0.74049,1,400,1,100
1522,81.0,0.73174,1,400,1,100
1523,84.0,0.72253,1,400,1,100
1524,87.0,0.71392,1,400,1,100
1525,90.0,0.7035,1,400,1,100
1526,91.0,0.7011,1,400,1,100
1527,92.0,0.69798,1,400,1,100
1528,93.0,0.69284,1,400,1,100
1529,94.0,0.68298,1,400,1,100
1530,95.0,0.6583600000000001,1,400,1,100
1531,96.0,0.61231,1,400,1,100
1532,97.0,0.54675,1,400,1,100
1533,98.0,0.47313,1,400,1,100
1534,99.0,0.39585,1,400,1,100
1535,100.0,0.31728,1,400,1,100
1536,101.0,0.23736,1,400,1,100
1537,102.0,0.16296,1,400,1,100
1538,103.0,0.096451,1,400,1,100
1539,104.0,0.052881,1,400,1,100
1540,105.0,0.030206999999999998,1,400,1,100
1541,106.0,0.02181,1,400,1,100
1542,107.0,0.018581999999999998,1,400,1,100
1543,108.0,0.017324000000000003,1,400,1,100
1544,109.0,0.016631,1,400,1,100
1545,110.0,0.016105,1,400,1,100
1546,113.0,0.014851,1,400,1,100
1547,116.0,0.013937,1,400,1,100
1548,119.0,0.013125,1,400,1,100
1549,122.0,0.012384000000000001,1,400,1,100
1550,125.0,0.011585,1,400,1,100
1551,128.0,0.01084,1,400,1,100
1552,131.0,0.0102,1,400,1,100
1553,134.0,0.0096034,1,400,1,100
1554,137.0,0.0091478,1,400,1,100
1555,140.0,0.008720100000000001,1,400,1,100
1556,143.0,0.0083961,1,400,1,100
1557,145.0,0.0081571,1,400,1,100
1558,240.0,0.019316999999999997,0,1600,1,100
1559,237.0,0.021089,0,1600,1,100
1560,234.0,0.022928,0,1600,1,100
1561,231.0,0.02484,0,1600,1,100
1562,228.0,0.026851999999999997,0,1600,1,100
1563,225.0,0.028928,0,1600,1,100
1564,222.0,0.031113,0,1600,1,100
1565,219.0,0.033304,0,1600,1,100
1566,216.0,0.035547,0,1600,1,100
1567,213.0,0.037926999999999995,0,1600,1,100
1568,210.0,0.040777,0,1600,1,100
1569,209.0,0.041824,0,1600,1,100
1570,208.0,0.043184,0,1600,1,100
1571,207.0,0.045346,0,1600,1,100
1572,206.0,0.050276999999999995,0,1600,1,100
1573,205.0,0.06543099999999999,0,1600,1,100
1574,204.0,0.1009,0,1600,1,100
1575,203.0,0.16322,0,1600,1,100
1576,202.0,0.24281999999999998,0,1600,1,100
1577,201.0,0.33032,0,1600,1,100
1578,200.0,0.41815,0,1600,1,100
1579,199.0,0.51143,0,1600,1,100
1580,198.0,0.5979899999999999,0,1600,1,100
1581,197.0,0.6822600000000001,0,1600,1,100
1582,196.0,0.75035,0,1600,1,100
1583,195.0,0.79286,0,1600,1,100
1584,194.0,0.81192,0,1600,1,100
1585,193.0,0.81921,0,1600,1,100
1586,192.0,0.82086,0,1600,1,100
1587,191.0,0.82176,0,1600,1,100
1588,190.0,0.82245,0,1600,1,100
1589,187.0,0.82335,0,1600,1,100
1590,184.0,0.8245299999999999,0,1600,1,100
1591,181.0,0.8245899999999999,0,1600,1,100
1592,178.0,0.82557,0,1600,1,100
1593,175.0,0.8252200000000001,0,1600,1,100
1594,172.0,0.82494,0,1600,1,100
1595,169.0,0.82536,0,1600,1,100
1596,166.0,0.8250799999999999,0,1600,1,100
1597,163.0,0.8252799999999999,0,1600,1,100
1598,160.0,0.82494,0,1600,1,100
1599,157.0,0.8248700000000001,0,1600,1,100
1600,154.0,0.8245299999999999,0,1600,1,100
1601,151.0,0.82481,0,1600,1,100
1602,148.0,0.8241799999999999,0,1600,1,100
1603,145.0,0.82384,0,1600,1,100
1604,142.0,0.8228,0,1600,1,100
1605,139.0,0.82245,0,1600,1,100
1606,136.0,0.82176,0,1600,1,100
1607,133.0,0.82204,0,1600,1,100
1608,130.0,0.8214899999999999,0,1600,1,100
1609,127.0,0.821,0,1600,1,100
1610,124.0,0.8205899999999999,0,1600,1,100
1611,121.0,0.8198799999999999,0,1600,1,100
1612,118.0,0.81976,0,1600,1,100
1613,115.0,0.81976,0,1600,1,100
1614,112.0,0.81927,0,1600,1,100
1615,109.0,0.8186399999999999,0,1600,1,100
1616,106.0,0.81892,0,1600,1,100
1617,103.0,0.81788,0,1600,1,100
1618,100.0,0.8177399999999999,0,1600,1,100
1619,97.0,0.81657,0,1600,1,100
1620,94.0,0.81657,0,1600,1,100
1621,91.0,0.8157399999999999,0,1600,1,100
1622,88.0,0.81588,0,1600,1,100
1623,85.0,0.8156,0,1600,1,100
1624,82.0,0.81511,0,1600,1,100
1625,79.0,0.81519,0,1600,1,100
1626,76.0,0.81429,0,1600,1,100
1627,73.0,0.81443,0,1600,1,100
1628,70.0,0.81338,0,1600,1,100
1629,67.0,0.81339,0,1600,1,100
1630,64.0,0.8122699999999999,0,1600,1,100
1631,61.0,0.812,0,1600,1,100
1632,58.0,0.812,0,1600,1,100
1633,55.0,0.81138,0,1600,1,100
1634,52.0,0.81138,0,1600,1,100
1635,49.0,0.80937,0,1600,1,100
1636,46.0,0.80784,0,1600,1,100
1637,43.0,0.80687,0,1600,1,100
1638,40.0,0.8045800000000001,0,1600,1,100
1639,37.0,0.8023600000000001,0,1600,1,100
1640,34.0,0.80062,0,1600,1,100
1641,31.0,0.79979,0,1600,1,100
1642,28.0,0.7993100000000001,0,1600,1,100
1643,25.0,0.7993100000000001,0,1600,1,100
1644,22.0,0.79827,0,1600,1,100
1645,19.0,0.7972899999999999,0,1600,1,100
1646,16.0,0.7961199999999999,0,1600,1,100
1647,13.0,0.79535,0,1600,1,100
1648,10.0,0.79424,0,1600,1,100
1649,7.0,0.79188,0,1600,1,100
1650,4.0,0.79063,0,1600,1,100
1651,1.0,0.79146,0,1600,1,100
1652,0.0,0.79098,0,1600,1,100
1653,1.0,0.79105,0,1600,1,100
1654,4.0,0.79161,0,1600,1,100
1655,7.0,0.7925800000000001,0,1600,1,100
1656,10.0,0.7948,0,1600,1,100
1657,13.0,0.7948,0,1600,1,100
1658,16.0,0.79632,0,1600,1,100
1659,19.0,0.79688,0,1600,1,100
1660,22.0,0.79771,0,1600,1,100
1661,25.0,0.7983399999999999,0,1600,1,100
1662,28.0,0.7983399999999999,0,1600,1,100
1663,31.0,0.79938,0,1600,1,100
1664,34.0,0.8,0,1600,1,100
1665,37.0,0.8023600000000001,0,1600,1,100
1666,40.0,0.80423,0,1600,1,100
1667,43.0,0.8063100000000001,0,1600,1,100
1668,46.0,0.8072199999999999,0,1600,1,100
1669,49.0,0.80909,0,1600,1,100
1670,52.0,0.8102699999999999,0,1600,1,100
1671,55.0,0.81061,0,1600,1,100
1672,58.0,0.81089,0,1600,1,100
1673,61.0,0.81172,0,1600,1,100
1674,64.0,0.81221,0,1600,1,100
1675,67.0,0.81318,0,1600,1,100
1676,70.0,0.81353,0,1600,1,100
1677,73.0,0.81415,0,1600,1,100
1678,76.0,0.8146399999999999,0,1600,1,100
1679,79.0,0.81498,0,1600,1,100
1680,82.0,0.81442,0,1600,1,100
1681,85.0,0.8156100000000001,0,1600,1,100
1682,88.0,0.8154600000000001,0,1600,1,100
1683,91.0,0.8156,0,1600,1,100
1684,94.0,0.81623,0,1600,1,100
1685,97.0,0.81609,0,1600,1,100
1686,100.0,0.81686,0,1600,1,100
1687,103.0,0.81782,0,1600,1,100
1688,106.0,0.81802,0,1600,1,100
1689,109.0,0.81872,0,1600,1,100
1690,112.0,0.81858,0,1600,1,100
1691,115.0,0.819,0,1600,1,100
1692,118.0,0.81886,0,1600,1,100
1693,121.0,0.819,0,1600,1,100
1694,124.0,0.82004,0,1600,1,100
1695,127.0,0.8196200000000001,0,1600,1,100
1696,130.0,0.8201700000000001,0,1600,1,100
1697,133.0,0.8206600000000001,0,1600,1,100
1698,136.0,0.82114,0,1600,1,100
1699,139.0,0.8216899999999999,0,1600,1,100
1700,142.0,0.8223299999999999,0,1600,1,100
1701,145.0,0.8221799999999999,0,1600,1,100
1702,148.0,0.8226700000000001,0,1600,1,100
1703,151.0,0.8230799999999999,0,1600,1,100
1704,154.0,0.82337,0,1600,1,100
1705,157.0,0.8235100000000001,0,1600,1,100
1706,160.0,0.82357,0,1600,1,100
1707,163.0,0.82357,0,1600,1,100
1708,166.0,0.8239200000000001,0,1600,1,100
1709,169.0,0.8242,0,1600,1,100
1710,172.0,0.8242799999999999,0,1600,1,100
1711,175.0,0.8235100000000001,0,1600,1,100
1712,178.0,0.8230200000000001,0,1600,1,100
1713,181.0,0.8230200000000001,0,1600,1,100
1714,184.0,0.8226700000000001,0,1600,1,100
1715,187.0,0.82155,0,1600,1,100
1716,190.0,0.82025,0,1600,1,100
1717,191.0,0.81955,0,1600,1,100
1718,192.0,0.8185100000000001,0,1600,1,100
1719,193.0,0.81386,0,1600,1,100
1720,194.0,0.8032600000000001,0,1600,1,100
1721,195.0,0.7701899999999999,0,1600,1,100
1722,196.0,0.71206,0,1600,1,100
1723,197.0,0.6339899999999999,0,1600,1,100
1724,198.0,0.55172,0,1600,1,100
1725,199.0,0.46316999999999997,0,1600,1,100
1726,200.0,0.37435,0,1600,1,100
1727,201.0,0.28547,0,1600,1,100
1728,202.0,0.19993,0,1600,1,100
1729,203.0,0.12533,0,1600,1,100
1730,204.0,0.07783,0,1600,1,100
1731,205.0,0.055226,0,1600,1,100
1732,206.0,0.047271,0,1600,1,100
1733,207.0,0.044306,0,1600,1,100
1734,208.0,0.042654000000000004,0,1600,1,100
1735,209.0,0.041512,0,1600,1,100
1736,210.0,0.040534,0,1600,1,100
1737,213.0,0.037872,0,1600,1,100
1738,216.0,0.03561,0,1600,1,100
1739,219.0,0.033489,0,1600,1,100
1740,222.0,0.0313,0,1600,1,100
1741,225.0,0.029156,0,1600,1,100
1742,228.0,0.027106,0,1600,1,100
1743,231.0,0.025138999999999998,0,1600,1,100
1744,234.0,0.023293,0,1600,1,100
1745,237.0,0.021521000000000002,0,1600,1,100
1746,240.0,0.019938,0,1600,1,100
1747,240.0,0.0071301,1,1600,1,100
1748,237.0,0.0074851,1,1600,1,100
1749,234.0,0.0078765,1,1600,1,100
1750,231.0,0.008368,1,1600,1,100
1751,228.0,0.0089652,1,1600,1,100
1752,225.0,0.0096557,1,1600,1,100
1753,222.0,0.010458,1,1600,1,100
1754,219.0,0.011328,1,1600,1,100
1755,216.0,0.012269,1,1600,1,100
1756,213.0,0.013336,1,1600,1,100
1757,210.0,0.014697,1,1600,1,100
1758,209.0,0.015299,1,1600,1,100
1759,208.0,0.016052,1,1600,1,100
1760,207.0,0.017277,1,1600,1,100
1761,206.0,0.020119,1,1600,1,100
1762,205.0,0.028245,1,1600,1,100
1763,204.0,0.046518000000000004,1,1600,1,100
1764,203.0,0.08025299999999999,1,1600,1,100
1765,202.0,0.12274000000000002,1,1600,1,100
1766,201.0,0.17059000000000002,1,1600,1,100
1767,200.0,0.22,1,1600,1,100
1768,199.0,0.27189,1,1600,1,100
1769,198.0,0.32108000000000003,1,1600,1,100
1770,197.0,0.37003,1,1600,1,100
1771,196.0,0.40889000000000003,1,1600,1,100
1772,195.0,0.43573,1,1600,1,100
1773,194.0,0.44816000000000006,1,1600,1,100
1774,193.0,0.45397,1,1600,1,100
1775,192.0,0.4573,1,1600,1,100
1776,191.0,0.45978,1,1600,1,100
1777,190.0,0.46136000000000005,1,1600,1,100
1778,187.0,0.46685,1,1600,1,100
1779,184.0,0.47161000000000003,1,1600,1,100
1780,181.0,0.47712,1,1600,1,100
1781,178.0,0.48178999999999994,1,1600,1,100
1782,175.0,0.4872,1,1600,1,100
1783,172.0,0.49251999999999996,1,1600,1,100
1784,169.0,0.49733999999999995,1,1600,1,100
1785,166.0,0.50246,1,1600,1,100
1786,163.0,0.50846,1,1600,1,100
1787,160.0,0.51358,1,1600,1,100
1788,157.0,0.5189,1,1600,1,100
1789,154.0,0.5242899999999999,1,1600,1,100
1790,151.0,0.5290600000000001,1,1600,1,100
1791,148.0,0.5353399999999999,1,1600,1,100
1792,145.0,0.5412899999999999,1,1600,1,100
1793,142.0,0.54714,1,1600,1,100
1794,139.0,0.5534899999999999,1,1600,1,100
1795,136.0,0.55929,1,1600,1,100
1796,133.0,0.56485,1,1600,1,100
1797,130.0,0.57053,1,1600,1,100
1798,127.0,0.57745,1,1600,1,100
1799,124.0,0.58335,1,1600,1,100
1800,121.0,0.5898899999999999,1,1600,1,100
1801,118.0,0.59588,1,1600,1,100
1802,115.0,0.60305,1,1600,1,100
1803,112.0,0.60933,1,1600,1,100
1804,109.0,0.61566,1,1600,1,100
1805,106.0,0.6230100000000001,1,1600,1,100
1806,103.0,0.62957,1,1600,1,100
1807,100.0,0.6370100000000001,1,1600,1,100
1808,97.0,0.64399,1,1600,1,100
1809,94.0,0.65089,1,1600,1,100
1810,91.0,0.65784,1,1600,1,100
1811,88.0,0.66482,1,1600,1,100
1812,85.0,0.67284,1,1600,1,100
1813,82.0,0.68083,1,1600,1,100
1814,79.0,0.6876399999999999,1,1600,1,100
1815,76.0,0.69476,1,1600,1,100
1816,73.0,0.70253,1,1600,1,100
1817,70.0,0.7098800000000001,1,1600,1,100
1818,67.0,0.71739,1,1600,1,100
1819,64.0,0.7256600000000001,1,1600,1,100
1820,61.0,0.7344,1,1600,1,100
1821,58.0,0.74125,1,1600,1,100
1822,55.0,0.74867,1,1600,1,100
1823,52.0,0.7562300000000001,1,1600,1,100
1824,49.0,0.76418,1,1600,1,100
1825,46.0,0.77241,1,1600,1,100
1826,43.0,0.7794800000000001,1,1600,1,100
1827,40.0,0.78691,1,1600,1,100
1828,37.0,0.79394,1,1600,1,100
1829,34.0,0.80032,1,1600,1,100
1830,31.0,0.80624,1,1600,1,100
1831,28.0,0.81243,1,1600,1,100
1832,25.0,0.81824,1,1600,1,100
1833,22.0,0.82286,1,1600,1,100
1834,19.0,0.8281200000000001,1,1600,1,100
1835,16.0,0.8324799999999999,1,1600,1,100
1836,13.0,0.836,1,1600,1,100
1837,10.0,0.83773,1,1600,1,100
1838,7.0,0.8391,1,1600,1,100
1839,4.0,0.8410299999999999,1,1600,1,100
1840,1.0,0.84254,1,1600,1,100
1841,0.0,0.84185,1,1600,1,100
1842,1.0,0.84204,1,1600,1,100
1843,4.0,0.8418100000000001,1,1600,1,100
1844,7.0,0.8400700000000001,1,1600,1,100
1845,10.0,0.83772,1,1600,1,100
1846,13.0,0.83439,1,1600,1,100
1847,16.0,0.8306399999999999,1,1600,1,100
1848,19.0,0.82626,1,1600,1,100
1849,22.0,0.8209,1,1600,1,100
1850,25.0,0.81599,1,1600,1,100
1851,28.0,0.81066,1,1600,1,100
1852,31.0,0.8037,1,1600,1,100
1853,34.0,0.79709,1,1600,1,100
1854,37.0,0.79073,1,1600,1,100
1855,40.0,0.7833100000000001,1,1600,1,100
1856,43.0,0.77489,1,1600,1,100
1857,46.0,0.76741,1,1600,1,100
1858,49.0,0.76047,1,1600,1,100
1859,52.0,0.75341,1,1600,1,100
1860,55.0,0.7456699999999999,1,1600,1,100
1861,58.0,0.73773,1,1600,1,100
1862,61.0,0.7296699999999999,1,1600,1,100
1863,64.0,0.72195,1,1600,1,100
1864,67.0,0.71406,1,1600,1,100
1865,70.0,0.7064600000000001,1,1600,1,100
1866,73.0,0.69923,1,1600,1,100
1867,76.0,0.6914399999999999,1,1600,1,100
1868,79.0,0.6842699999999999,1,1600,1,100
1869,82.0,0.67689,1,1600,1,100
1870,85.0,0.66968,1,1600,1,100
1871,88.0,0.66247,1,1600,1,100
1872,91.0,0.6541899999999999,1,1600,1,100
1873,94.0,0.64741,1,1600,1,100
1874,97.0,0.64085,1,1600,1,100
1875,100.0,0.63417,1,1600,1,100
1876,103.0,0.6268199999999999,1,1600,1,100
1877,106.0,0.62035,1,1600,1,100
1878,109.0,0.6136,1,1600,1,100
1879,112.0,0.60664,1,1600,1,100
1880,115.0,0.59964,1,1600,1,100
1881,118.0,0.59375,1,1600,1,100
1882,121.0,0.58686,1,1600,1,100
1883,124.0,0.58065,1,1600,1,100
1884,127.0,0.5746399999999999,1,1600,1,100
1885,130.0,0.56879,1,1600,1,100
1886,133.0,0.56272,1,1600,1,100
1887,136.0,0.5563899999999999,1,1600,1,100
1888,139.0,0.55042,1,1600,1,100
1889,142.0,0.54492,1,1600,1,100
1890,145.0,0.5391,1,1600,1,100
1891,148.0,0.53318,1,1600,1,100
1892,151.0,0.52762,1,1600,1,100
1893,154.0,0.52213,1,1600,1,100
1894,157.0,0.5168,1,1600,1,100
1895,160.0,0.51112,1,1600,1,100
1896,163.0,0.50571,1,1600,1,100
1897,166.0,0.5001,1,1600,1,100
1898,169.0,0.49437,1,1600,1,100
1899,172.0,0.4898,1,1600,1,100
1900,175.0,0.48476,1,1600,1,100
1901,178.0,0.4798,1,1600,1,100
1902,181.0,0.47426999999999997,1,1600,1,100
1903,184.0,0.46962,1,1600,1,100
1904,187.0,0.46398,1,1600,1,100
1905,190.0,0.45938999999999997,1,1600,1,100
1906,191.0,0.45706,1,1600,1,100
1907,192.0,0.4548,1,1600,1,100
1908,193.0,0.45103000000000004,1,1600,1,100
1909,194.0,0.44396,1,1600,1,100
1910,195.0,0.42548,1,1600,1,100
1911,196.0,0.39435,1,1600,1,100
1912,197.0,0.35207,1,1600,1,100
1913,198.0,0.30566,1,1600,1,100
1914,199.0,0.25667,1,1600,1,100
1915,200.0,0.2061,1,1600,1,100
1916,201.0,0.1569,1,1600,1,100
1917,202.0,0.10868,1,1600,1,100
1918,203.0,0.06667999999999999,1,1600,1,100
1919,204.0,0.039099,1,1600,1,100
1920,205.0,0.024886000000000002,1,1600,1,100
1921,206.0,0.019418,1,1600,1,100
1922,207.0,0.017106,1,1600,1,100
1923,208.0,0.015967,1,1600,1,100
1924,209.0,0.015246000000000001,1,1600,1,100
1925,210.0,0.014713,1,1600,1,100
1926,213.0,0.013315,1,1600,1,100
1927,216.0,0.012329999999999999,1,1600,1,100
1928,219.0,0.01142,1,1600,1,100
1929,222.0,0.010553,1,1600,1,100
1930,225.0,0.0097041,1,1600,1,100
1931,228.0,0.009046,1,1600,1,100
1932,231.0,0.0084712,1,1600,1,100
1933,234.0,0.0079984,1,1600,1,100
1934,237.0,0.0075864999999999995,1,1600,1,100
1935,240.0,0.0072384,1,1600,1,100
1936,59.5,0.08542999999999999,0,25,0,85
1937,57.8,0.088361,0,25,0,85
1938,55.25,0.09388300000000001,0,25,0,85
1939,52.7,0.10066,0,25,0,85
1940,50.15,0.11010999999999999,0,25,0,85
1941,47.6,0.12144,0,25,0,85
1942,45.05,0.13472,0,25,0,85
1943,42.5,0.15202000000000002,0,25,0,85
1944,39.95,0.17181,0,25,0,85
1945,37.4,0.1963,0,25,0,85
1946,34.85,0.22475,0,25,0,85
1947,32.3,0.25522,0,25,0,85
1948,29.75,0.3607,0,25,0,85
1949,28.9,0.53466,0,25,0,85
1950,28.05,0.8612,0,25,0,85
1951,27.2,1.2672,0,25,0,85
1952,26.35,1.6402,0,25,0,85
1953,25.5,1.9573,0,25,0,85
1954,24.65,2.2572,0,25,0,85
1955,23.8,2.5624,0,25,0,85
1956,22.95,2.8378,0,25,0,85
1957,22.1,3.0831,0,25,0,85
1958,21.25,3.2963,0,25,0,85
1959,20.4,3.4815,0,25,0,85
1960,19.55,3.5905,0,25,0,85
1961,18.7,3.6194,0,25,0,85
1962,17.85,3.629,0,25,0,85
1963,17.0,3.6347,0,25,0,85
1964,16.15,3.6416,0,25,0,85
1965,15.3,3.6416,0,25,0,85
1966,14.45,3.639,0,25,0,85
1967,13.6,3.6374,0,25,0,85
1968,12.75,3.6393,0,25,0,85
1969,10.2,3.6409,0,25,0,85
1970,7.65,3.6437,0,25,0,85
1971,5.1,3.6377,0,25,0,85
1972,2.55,3.6402,0,25,0,85
1973,0.0,3.6395,0,25,0,85
1974,2.55,3.6431,0,25,0,85
1975,5.1,3.6439,0,25,0,85
1976,7.65,3.6491,0,25,0,85
1977,10.2,3.6483,0,25,0,85
1978,12.75,3.6114,0,25,0,85
1979,13.6,3.5357,0,25,0,85
1980,14.45,3.3666,0,25,0,85
1981,15.3,3.1563,0,25,0,85
1982,16.15,2.9372,0,25,0,85
1983,17.0,2.6974,0,25,0,85
1984,17.85,2.3861,0,25,0,85
1985,18.7,2.0685,0,25,0,85
1986,19.55,1.7347,0,25,0,85
1987,20.4,1.3574,0,25,0,85
1988,21.25,0.9063200000000001,0,25,0,85
1989,22.1,0.5042800000000001,0,25,0,85
1990,22.95,0.33951,0,25,0,85
1991,23.8,0.28626,0,25,0,85
1992,24.65,0.26616,0,25,0,85
1993,25.5,0.25309,0,25,0,85
1994,26.35,0.24286,0,25,0,85
1995,27.2,0.23205,0,25,0,85
1996,28.05,0.22233000000000003,0,25,0,85
1997,28.9,0.21218,0,25,0,85
1998,29.75,0.20305,0,25,0,85
1999,32.3,0.17619,0,25,0,85
2000,34.85,0.15407,0,25,0,85
2001,37.4,0.13708,0,25,0,85
2002,39.95,0.12185,0,25,0,85
2003,42.5,0.11048,0,25,0,85
2004,45.05,0.1009,0,25,0,85
2005,47.6,0.0932,0,25,0,85
2006,50.15,0.08658400000000001,0,25,0,85
2007,52.7,0.08190499999999999,0,25,0,85
2008,55.25,0.07802100000000001,0,25,0,85
2009,57.8,0.075167,0,25,0,85
2010,59.5,0.072415,0,25,0,85
2011,59.5,0.012583,1,25,0,85
2012,57.8,0.012675,1,25,0,85
2013,55.25,0.013097999999999999,1,25,0,85
2014,52.7,0.013402,1,25,0,85
2015,50.15,0.014012,1,25,0,85
2016,47.6,0.01493,1,25,0,85
2017,45.05,0.016124,1,25,0,85
2018,42.5,0.017847,1,25,0,85
2019,39.95,0.020162,1,25,0,85
2020,37.4,0.023469,1,25,0,85
2021,34.85,0.027454000000000003,1,25,0,85
2022,32.3,0.032891000000000004,1,25,0,85
2023,29.75,0.070406,1,25,0,85
2024,28.9,0.15048,1,25,0,85
2025,28.05,0.36478,1,25,0,85
2026,27.2,0.70931,1,25,0,85
2027,26.35,1.1092,1,25,0,85
2028,25.5,1.5015,1,25,0,85
2029,24.65,1.9083,1,25,0,85
2030,23.8,2.3549,1,25,0,85
2031,22.95,2.7734,1,25,0,85
2032,22.1,3.1773,1,25,0,85
2033,21.25,3.5708,1,25,0,85
2034,20.4,3.9102,1,25,0,85
2035,19.55,4.0782,1,25,0,85
2036,18.7,4.1415,1,25,0,85
2037,17.85,4.161,1,25,0,85
2038,17.0,4.1723,1,25,0,85
2039,16.15,4.1766,1,25,0,85
2040,15.3,4.1811,1,25,0,85
2041,14.45,4.1844,1,25,0,85
2042,13.6,4.2034,1,25,0,85
2043,12.75,4.1988,1,25,0,85
2044,10.2,4.2165,1,25,0,85
2045,7.65,4.2314,1,25,0,85
2046,5.1,4.2327,1,25,0,85
2047,2.55,4.2301,1,25,0,85
2048,0.0,4.2281,1,25,0,85
2049,2.55,4.2103,1,25,0,85
2050,5.1,4.1972,1,25,0,85
2051,7.65,4.181,1,25,0,85
2052,10.2,4.1621,1,25,0,85
2053,12.75,4.0913,1,25,0,85
2054,13.6,3.9764,1,25,0,85
2055,14.45,3.7029,1,25,0,85
2056,15.3,3.3063,1,25,0,85
2057,16.15,2.902,1,25,0,85
2058,17.0,2.5192,1,25,0,85
2059,17.85,2.0796,1,25,0,85
2060,18.7,1.6406,1,25,0,85
2061,19.55,1.2418,1,25,0,85
2062,20.4,0.84511,1,25,0,85
2063,21.25,0.44723999999999997,1,25,0,85
2064,22.1,0.16262000000000001,1,25,0,85
2065,22.95,0.068386,1,25,0,85
2066,23.8,0.043183,1,25,0,85
2067,24.65,0.035242,1,25,0,85
2068,25.5,0.031788,1,25,0,85
2069,26.35,0.029684,1,25,0,85
2070,27.2,0.028088,1,25,0,85
2071,28.05,0.026489999999999996,1,25,0,85
2072,28.9,0.025037,1,25,0,85
2073,29.75,0.023486,1,25,0,85
2074,32.3,0.020028999999999998,1,25,0,85
2075,34.85,0.017366,1,25,0,85
2076,37.4,0.015758,1,25,0,85
2077,39.95,0.014454,1,25,0,85
2078,42.5,0.013696999999999999,1,25,0,85
2079,45.05,0.013097999999999999,1,25,0,85
2080,47.6,0.012518000000000001,1,25,0,85
2081,50.15,0.012197,1,25,0,85
