,r,señal,FFF,Area,In,Z
4415,86.25,0.5341,1,400,0,115
4416,89.7,0.52851,1,400,0,115
4417,93.15,0.5224,1,400,0,115
4418,96.6,0.51567,1,400,0,115
4419,100.05,0.5089100000000001,1,400,0,115
4420,103.5,0.50153,1,400,0,115
4421,104.65,0.49806000000000006,1,400,0,115
4422,105.8,0.49078,1,400,0,115
4423,106.95,0.47381,1,400,0,115
4424,108.1,0.4332,1,400,0,115
4425,109.25,0.37434,1,400,0,115
4426,110.4,0.31137,1,400,0,115
4427,111.55,0.24558000000000002,1,400,0,115
4428,112.7,0.17969000000000002,1,400,0,115
4429,113.85,0.11772,1,400,0,115
4430,115.0,0.062374,1,400,0,115
4431,116.15,0.027805,1,400,0,115
4432,117.3,0.016373,1,400,0,115
4433,118.45,0.013040000000000001,1,400,0,115
4434,119.6,0.012061,1,400,0,115
4435,120.75,0.011536,1,400,0,115
4436,121.9,0.01112,1,400,0,115
4437,123.05,0.010772,1,400,0,115
4438,124.2,0.010451,1,400,0,115
4439,125.35,0.010104,1,400,0,115
4440,126.5,0.0098428,1,400,0,115
4441,129.95,0.009048100000000002,1,400,0,115
4442,133.4,0.0083521,1,400,0,115
4443,136.85,0.0076198,1,400,0,115
4444,140.3,0.007037600000000001,1,400,0,115
4445,143.75,0.006635300000000001,1,400,0,115
4446,147.2,0.0062155000000000005,1,400,0,115
4447,150.65,0.0059438,1,400,0,115
4448,154.1,0.0056816,1,400,0,115
4449,157.55,0.0054918,1,400,0,115
4450,161.0,0.0052815,1,400,0,115
4451,164.45,0.0050882,1,400,0,115
4452,166.75,0.0050062,1,400,0,115
4453,269.1,0.015893,0,1600,0,115
4454,265.65,0.017338,0,1600,0,115
4455,262.2,0.018752,0,1600,0,115
4456,258.75,0.020434,0,1600,0,115
4457,255.3,0.022047,0,1600,0,115
4458,251.85,0.02368,0,1600,0,115
4459,248.4,0.025222,0,1600,0,115
4460,244.95,0.026611000000000003,0,1600,0,115
4461,241.5,0.028191,0,1600,0,115
4462,240.35,0.028734,0,1600,0,115
4463,239.2,0.029276999999999997,0,1600,0,115
4464,238.05,0.029911,0,1600,0,115
4465,236.9,0.030568,0,1600,0,115
4466,235.75,0.031407,0,1600,0,115
4467,234.6,0.032322000000000004,0,1600,0,115
4468,233.45,0.033662,0,1600,0,115
4469,232.3,0.037266,0,1600,0,115
4470,231.15,0.049137,0,1600,0,115
4471,230.0,0.083987,0,1600,0,115
4472,228.85,0.146,0,1600,0,115
4473,227.7,0.21400999999999998,0,1600,0,115
4474,226.55,0.29023000000000004,0,1600,0,115
4475,225.4,0.36537,0,1600,0,115
4476,224.25,0.43736,0,1600,0,115
4477,223.1,0.50716,0,1600,0,115
4478,221.95,0.55789,0,1600,0,115
4479,220.8,0.58208,0,1600,0,115
4480,219.65,0.59053,0,1600,0,115
4481,218.5,0.59442,0,1600,0,115
4482,215.05,0.59595,0,1600,0,115
4483,211.6,0.59665,0,1600,0,115
4484,208.15,0.59601,0,1600,0,115
4485,204.7,0.59724,0,1600,0,115
4486,201.25,0.59758,0,1600,0,115
4487,197.8,0.59665,0,1600,0,115
4488,194.35,0.5965,0,1600,0,115
4489,190.9,0.59621,0,1600,0,115
4490,187.45,0.5967899999999999,0,1600,0,115
4491,184.0,0.59615,0,1600,0,115
4492,180.55,0.59615,0,1600,0,115
4493,177.1,0.59595,0,1600,0,115
4494,173.65,0.59595,0,1600,0,115
4495,170.2,0.59531,0,1600,0,115
4496,166.75,0.59482,0,1600,0,115
4497,163.3,0.59511,0,1600,0,115
4498,159.85,0.59413,0,1600,0,115
4499,156.4,0.5946199999999999,0,1600,0,115
4500,152.95,0.59349,0,1600,0,115
4501,149.5,0.59334,0,1600,0,115
4502,146.05,0.59285,0,1600,0,115
4503,142.6,0.59226,0,1600,0,115
4504,139.15,0.59221,0,1600,0,115
4505,135.7,0.5915699999999999,0,1600,0,115
4506,132.25,0.5923,0,1600,0,115
4507,128.8,0.59215,0,1600,0,115
4508,125.35,0.5916600000000001,0,1600,0,115
4509,121.9,0.5916600000000001,0,1600,0,115
4510,118.45,0.5908800000000001,0,1600,0,115
4511,115.0,0.59053,0,1600,0,115
4512,111.55,0.5899800000000001,0,1600,0,115
4513,108.1,0.5894,0,1600,0,115
4514,104.65,0.58919,0,1600,0,115
4515,101.2,0.58954,0,1600,0,115
4516,97.75,0.5887600000000001,0,1600,0,115
4517,94.3,0.58934,0,1600,0,115
4518,90.85,0.5889,0,1600,0,115
4519,87.4,0.58841,0,1600,0,115
4520,83.95,0.588,0,1600,0,115
4521,80.5,0.58806,0,1600,0,115
4522,77.05,0.58736,0,1600,0,115
4523,73.6,0.58673,0,1600,0,115
4524,70.15,0.58603,0,1600,0,115
4525,66.7,0.5855899999999999,0,1600,0,115
4526,63.25,0.58432,0,1600,0,115
4527,59.8,0.5846100000000001,0,1600,0,115
4528,56.35,0.58368,0,1600,0,115
4529,52.9,0.5813,0,1600,0,115
4530,49.45,0.5803699999999999,0,1600,0,115
4531,46.0,0.57904,0,1600,0,115
4532,42.55,0.57819,0,1600,0,115
4533,39.1,0.5777,0,1600,0,115
4534,35.65,0.57707,0,1600,0,115
4535,32.2,0.57721,0,1600,0,115
4536,28.75,0.57622,0,1600,0,115
4537,25.3,0.57636,0,1600,0,115
4538,21.85,0.5748800000000001,0,1600,0,115
4539,18.4,0.57411,0,1600,0,115
4540,14.95,0.57326,0,1600,0,115
4541,11.5,0.5716399999999999,0,1600,0,115
4542,8.05,0.57213,0,1600,0,115
4543,4.6,0.57213,0,1600,0,115
4544,1.15,0.57122,0,1600,0,115
4545,0.0,0.57129,0,1600,0,115
4546,1.15,0.57185,0,1600,0,115
4547,4.6,0.57206,0,1600,0,115
4548,8.05,0.57312,0,1600,0,115
4549,11.5,0.5747399999999999,0,1600,0,115
4550,14.95,0.5746,0,1600,0,115
4551,18.4,0.57587,0,1600,0,115
4552,21.85,0.57657,0,1600,0,115
4553,25.3,0.5766399999999999,0,1600,0,115
4554,28.75,0.5774199999999999,0,1600,0,115
4555,32.2,0.57727,0,1600,0,115
4556,35.65,0.57805,0,1600,0,115
4557,39.1,0.57953,0,1600,0,115
4558,42.55,0.58058,0,1600,0,115
4559,46.0,0.582,0,1600,0,115
4560,49.45,0.58305,0,1600,0,115
4561,52.9,0.5844600000000001,0,1600,0,115
4562,56.35,0.5855899999999999,0,1600,0,115
4563,59.8,0.58565,0,1600,0,115
4564,63.25,0.58658,0,1600,0,115
4565,66.7,0.58707,0,1600,0,115
4566,70.15,0.5874199999999999,0,1600,0,115
4567,73.6,0.5874199999999999,0,1600,0,115
4568,77.05,0.58821,0,1600,0,115
4569,80.5,0.58885,0,1600,0,115
4570,83.95,0.5887,0,1600,0,115
4571,87.4,0.58905,0,1600,0,115
4572,90.85,0.5887600000000001,0,1600,0,115
4573,94.3,0.58919,0,1600,0,115
4574,97.75,0.58983,0,1600,0,115
4575,101.2,0.5898899999999999,0,1600,0,115
4576,104.65,0.59018,0,1600,0,115
4577,108.1,0.59102,0,1600,0,115
4578,111.55,0.59073,0,1600,0,115
4579,115.0,0.59172,0,1600,0,115
4580,118.45,0.59186,0,1600,0,115
4581,121.9,0.5925,0,1600,0,115
4582,125.35,0.5927899999999999,0,1600,0,115
4583,128.8,0.5925,0,1600,0,115
4584,132.25,0.59236,0,1600,0,115
4585,135.7,0.59299,0,1600,0,115
4586,139.15,0.59285,0,1600,0,115
4587,142.6,0.59305,0,1600,0,115
4588,146.05,0.5944699999999999,0,1600,0,115
4589,149.5,0.5946199999999999,0,1600,0,115
4590,152.95,0.59427,0,1600,0,115
4591,156.4,0.59546,0,1600,0,115
4592,159.85,0.59595,0,1600,0,115
4593,163.3,0.5956600000000001,0,1600,0,115
4594,166.75,0.59595,0,1600,0,115
4595,170.2,0.5963,0,1600,0,115
4596,173.65,0.59645,0,1600,0,115
4597,177.1,0.5968899999999999,0,1600,0,115
4598,180.55,0.5967899999999999,0,1600,0,115
4599,184.0,0.5965,0,1600,0,115
4600,187.45,0.5967899999999999,0,1600,0,115
4601,190.9,0.59718,0,1600,0,115
4602,194.35,0.59768,0,1600,0,115
4603,197.8,0.59724,0,1600,0,115
4604,201.25,0.5966,0,1600,0,115
4605,204.7,0.5966,0,1600,0,115
4606,208.15,0.5969399999999999,0,1600,0,115
4607,211.6,0.5966,0,1600,0,115
4608,211.6,0.5966,0,1600,0,115
4609,215.05,0.59595,0,1600,0,115
4610,218.5,0.59442,0,1600,0,115
4611,219.65,0.59053,0,1600,0,115
4612,220.8,0.58208,0,1600,0,115
4613,221.95,0.55789,0,1600,0,115
4614,223.1,0.50716,0,1600,0,115
4615,224.25,0.43736,0,1600,0,115
4616,225.4,0.36537,0,1600,0,115
4617,226.55,0.29023000000000004,0,1600,0,115
4618,227.7,0.21400999999999998,0,1600,0,115
4619,228.85,0.146,0,1600,0,115
4620,230.0,0.083987,0,1600,0,115
4621,231.15,0.049137,0,1600,0,115
4622,232.3,0.037266,0,1600,0,115
4623,233.45,0.033662,0,1600,0,115
4624,234.6,0.032322000000000004,0,1600,0,115
4625,235.75,0.031407,0,1600,0,115
4626,236.9,0.030568,0,1600,0,115
4627,238.05,0.029911,0,1600,0,115
4628,239.2,0.029276999999999997,0,1600,0,115
4629,240.35,0.028734,0,1600,0,115
4630,241.5,0.028191,0,1600,0,115
4631,244.95,0.026611000000000003,0,1600,0,115
4632,248.4,0.025222,0,1600,0,115
4633,251.85,0.02368,0,1600,0,115
4634,255.3,0.022047,0,1600,0,115
4635,258.75,0.020434,0,1600,0,115
4636,262.2,0.018752,0,1600,0,115
4637,265.65,0.017338,0,1600,0,115
4638,269.1,0.015893,0,1600,0,115
4639,281.75,0.020498,1,1600,0,115
4640,279.45,0.020907,1,1600,0,115
4641,276.0,0.02162,1,1600,0,115
4642,272.55,0.022397,1,1600,0,115
4643,269.1,0.023244,1,1600,0,115
4644,265.65,0.024151,1,1600,0,115
4645,262.2,0.025262,1,1600,0,115
4646,258.75,0.026407999999999997,1,1600,0,115
4647,255.3,0.027704000000000003,1,1600,0,115
4648,251.85,0.029118,1,1600,0,115
4649,248.4,0.030467,1,1600,0,115
4650,244.95,0.031843,1,1600,0,115
4651,241.5,0.03349,1,1600,0,115
4652,240.35,0.034254,1,1600,0,115
4653,239.2,0.034872,1,1600,0,115
4654,238.05,0.035856,1,1600,0,115
4655,236.9,0.037458,1,1600,0,115
4656,235.75,0.040766000000000004,1,1600,0,115
4657,234.6,0.048516000000000004,1,1600,0,115
4658,233.45,0.066387,1,1600,0,115
4659,232.3,0.10013,1,1600,0,115
4660,231.15,0.14494,1,1600,0,115
4661,230.0,0.19499,1,1600,0,115
4662,228.85,0.24946999999999997,1,1600,0,115
4663,227.7,0.2972,1,1600,0,115
4664,226.55,0.34208,1,1600,0,115
4665,225.4,0.373,1,1600,0,115
4666,224.25,0.38914,1,1600,0,115
4667,223.1,0.39759,1,1600,0,115
4668,221.95,0.40131,1,1600,0,115
4669,220.8,0.40396,1,1600,0,115
4670,219.65,0.40554,1,1600,0,115
4671,218.5,0.40741,1,1600,0,115
4672,215.05,0.41228000000000004,1,1600,0,115
4673,211.6,0.41667,1,1600,0,115
4674,208.15,0.4213,1,1600,0,115
4675,204.7,0.42578,1,1600,0,115
4676,201.25,0.42991,1,1600,0,115
4677,197.8,0.43499,1,1600,0,115
4678,194.35,0.44223,1,1600,0,115
4679,190.9,0.44672,1,1600,0,115
4680,187.45,0.45133999999999996,1,1600,0,115
4681,184.0,0.45619,1,1600,0,115
4682,180.55,0.46047,1,1600,0,115
4683,177.1,0.4656,1,1600,0,115
4684,173.65,0.47043,1,1600,0,115
4685,170.2,0.47546000000000005,1,1600,0,115
4686,166.75,0.48012,1,1600,0,115
4687,163.3,0.48512,1,1600,0,115
4688,159.85,0.4901,1,1600,0,115
4689,156.4,0.4954,1,1600,0,115
4690,152.95,0.50037,1,1600,0,115
4691,149.5,0.50579,1,1600,0,115
4692,146.05,0.5104,1,1600,0,115
4693,142.6,0.51594,1,1600,0,115
4694,139.15,0.5213,1,1600,0,115
4695,135.7,0.52728,1,1600,0,115
4696,132.25,0.53225,1,1600,0,115
4697,128.8,0.53788,1,1600,0,115
4698,125.35,0.5433600000000001,1,1600,0,115
4699,121.9,0.54907,1,1600,0,115
4700,118.45,0.55492,1,1600,0,115
4701,115.0,0.56119,1,1600,0,115
4702,111.55,0.56696,1,1600,0,115
4703,108.1,0.57262,1,1600,0,115
4704,104.65,0.57775,1,1600,0,115
4705,101.2,0.58437,1,1600,0,115
4706,97.75,0.59041,1,1600,0,115
4707,94.3,0.5965600000000001,1,1600,0,115
4708,90.85,0.60246,1,1600,0,115
4709,87.4,0.6096,1,1600,0,115
4710,83.95,0.61611,1,1600,0,115
4711,80.5,0.62166,1,1600,0,115
4712,77.05,0.6278100000000001,1,1600,0,115
4713,73.6,0.63455,1,1600,0,115
4714,70.15,0.64044,1,1600,0,115
4715,66.7,0.6463800000000001,1,1600,0,115
4716,63.25,0.65254,1,1600,0,115
4717,59.8,0.6584800000000001,1,1600,0,115
4718,56.35,0.66527,1,1600,0,115
4719,52.9,0.67103,1,1600,0,115
4720,49.45,0.67697,1,1600,0,115
4721,46.0,0.68289,1,1600,0,115
4722,42.55,0.6884600000000001,1,1600,0,115
4723,39.1,0.69443,1,1600,0,115
4724,35.65,0.6995,1,1600,0,115
4725,32.2,0.70487,1,1600,0,115
4726,28.75,0.70905,1,1600,0,115
4727,25.3,0.7137600000000001,1,1600,0,115
4728,21.85,0.71828,1,1600,0,115
4729,18.4,0.7209399999999999,1,1600,0,115
4730,14.95,0.72318,1,1600,0,115
4731,11.5,0.72565,1,1600,0,115
4732,8.05,0.72718,1,1600,0,115
4733,4.6,0.72875,1,1600,0,115
4734,1.15,0.72856,1,1600,0,115
4735,0.0,0.72945,1,1600,0,115
4736,1.15,0.72765,1,1600,0,115
4737,4.6,0.72742,1,1600,0,115
4738,8.05,0.72514,1,1600,0,115
4739,11.5,0.72495,1,1600,0,115
4740,14.95,0.7227899999999999,1,1600,0,115
4741,18.4,0.71822,1,1600,0,115
4742,21.85,0.7147399999999999,1,1600,0,115
4743,25.3,0.7106899999999999,1,1600,0,115
4744,28.75,0.70672,1,1600,0,115
4745,32.2,0.70123,1,1600,0,115
4746,35.65,0.69634,1,1600,0,115
4747,39.1,0.69076,1,1600,0,115
4748,42.55,0.68483,1,1600,0,115
4749,46.0,0.6789,1,1600,0,115
4750,49.45,0.67293,1,1600,0,115
4751,52.9,0.66667,1,1600,0,115
4752,56.35,0.66108,1,1600,0,115
4753,59.8,0.65462,1,1600,0,115
4754,63.25,0.64878,1,1600,0,115
4755,66.7,0.64289,1,1600,0,115
4756,70.15,0.63703,1,1600,0,115
4757,73.6,0.62985,1,1600,0,115
4758,77.05,0.62347,1,1600,0,115
4759,80.5,0.61679,1,1600,0,115
4760,83.95,0.6102,1,1600,0,115
4761,87.4,0.60487,1,1600,0,115
4762,90.85,0.5986899999999999,1,1600,0,115
4763,94.3,0.59199,1,1600,0,115
4764,97.75,0.58595,1,1600,0,115
4765,101.2,0.58034,1,1600,0,115
4766,104.65,0.5736,1,1600,0,115
4767,108.1,0.5685100000000001,1,1600,0,115
4768,111.55,0.5626800000000001,1,1600,0,115
4769,115.0,0.55678,1,1600,0,115
4770,118.45,0.5509,1,1600,0,115
4771,121.9,0.54574,1,1600,0,115
4772,125.35,0.5401,1,1600,0,115
4773,128.8,0.53428,1,1600,0,115
4774,132.25,0.5288,1,1600,0,115
4775,135.7,0.5234800000000001,1,1600,0,115
4776,139.15,0.51812,1,1600,0,115
4777,142.6,0.51298,1,1600,0,115
4778,146.05,0.5075,1,1600,0,115
4779,149.5,0.50212,1,1600,0,115
4780,152.95,0.49671000000000004,1,1600,0,115
4781,156.4,0.49196999999999996,1,1600,0,115
4782,159.85,0.48761000000000004,1,1600,0,115
4783,163.3,0.48186999999999997,1,1600,0,115
4784,166.75,0.47693,1,1600,0,115
4785,170.2,0.47193999999999997,1,1600,0,115
4786,173.65,0.46752,1,1600,0,115
4787,177.1,0.46253999999999995,1,1600,0,115
4788,180.55,0.45743,1,1600,0,115
4789,184.0,0.45342,1,1600,0,115
4790,187.45,0.44859,1,1600,0,115
4791,190.9,0.44406999999999996,1,1600,0,115
4792,194.35,0.43946999999999997,1,1600,0,115
4793,197.8,0.43499,1,1600,0,115
4794,201.25,0.42991,1,1600,0,115
4795,204.7,0.42578,1,1600,0,115
4796,208.15,0.4213,1,1600,0,115
4797,211.6,0.41667,1,1600,0,115
4798,215.05,0.41228000000000004,1,1600,0,115
4799,218.5,0.40741,1,1600,0,115
4800,219.65,0.40554,1,1600,0,115
4801,220.8,0.40396,1,1600,0,115
4802,221.95,0.40131,1,1600,0,115
4803,223.1,0.39759,1,1600,0,115
4804,224.25,0.38914,1,1600,0,115
4805,225.4,0.373,1,1600,0,115
4806,226.55,0.34208,1,1600,0,115
4807,227.7,0.2972,1,1600,0,115
4808,228.85,0.24946999999999997,1,1600,0,115
4809,230.0,0.19499,1,1600,0,115
4810,231.15,0.14494,1,1600,0,115
4811,232.3,0.10013,1,1600,0,115
4812,233.45,0.066387,1,1600,0,115
4813,234.6,0.048516000000000004,1,1600,0,115
4814,235.75,0.040766000000000004,1,1600,0,115
4815,236.9,0.037458,1,1600,0,115
4816,238.05,0.035856,1,1600,0,115
4817,239.2,0.034872,1,1600,0,115
4818,240.35,0.034254,1,1600,0,115
4819,241.5,0.03349,1,1600,0,115
4820,244.95,0.031843,1,1600,0,115
4821,248.4,0.030467,1,1600,0,115
4822,251.85,0.029118,1,1600,0,115
4823,255.3,0.027704000000000003,1,1600,0,115
4824,258.75,0.026407999999999997,1,1600,0,115
4825,262.2,0.025262,1,1600,0,115
4826,265.65,0.024151,1,1600,0,115
4827,269.1,0.023244,1,1600,0,115
4828,272.55,0.022397,1,1600,0,115
4829,276.0,0.02162,1,1600,0,115
4830,279.45,0.020907,1,1600,0,115
4831,281.75,0.020498,1,1600,0,115
4832,80.5,0.01694,0,25,1,115
4833,78.2,0.017784,0,25,1,115
4834,74.75,0.019139,0,25,1,115
4835,71.3,0.020643,0,25,1,115
4836,67.85,0.022298,0,25,1,115
4837,64.4,0.024197,0,25,1,115
4838,60.95,0.026539,0,25,1,115
4839,57.5,0.029138,0,25,1,115
4840,54.05,0.031852,0,25,1,115
4841,50.6,0.034699,0,25,1,115
4842,47.15,0.037457,0,25,1,115
4843,43.7,0.04052,0,25,1,115
4844,40.25,0.043776,0,25,1,115
4845,39.1,0.044945,0,25,1,115
4846,37.95,0.046648,0,25,1,115
4847,36.8,0.048119999999999996,0,25,1,115
4848,35.65,0.051538,0,25,1,115
4849,34.5,0.062201,0,25,1,115
4850,33.35,0.1,0,25,1,115
4851,32.2,0.20342000000000002,0,25,1,115
4852,31.05,0.39221,0,25,1,115
4853,29.9,0.63732,0,25,1,115
4854,28.75,0.91669,0,25,1,115
4855,27.6,1.2005,0,25,1,115
4856,26.45,1.4863,0,25,1,115
4857,25.3,1.7609,0,25,1,115
4858,24.15,1.9822,0,25,1,115
4859,23.0,2.1216,0,25,1,115
4860,21.85,2.1846,0,25,1,115
4861,20.7,2.1995,0,25,1,115
4862,19.55,2.2064,0,25,1,115
4863,18.4,2.2048,0,25,1,115
4864,17.25,2.2037,0,25,1,115
4865,13.8,2.2037,0,25,1,115
4866,10.35,2.1993,0,25,1,115
4867,6.9,2.1981,0,25,1,115
4868,3.45,2.1954,0,25,1,115
4869,0.0,2.1924,0,25,1,115
4870,3.45,2.1967,0,25,1,115
4871,6.9,2.198,0,25,1,115
4872,10.35,2.1993,0,25,1,115
4873,13.8,2.2034,0,25,1,115
4874,17.25,2.2034,0,25,1,115
4875,18.4,2.2049,0,25,1,115
4876,19.55,2.2022,0,25,1,115
4877,20.7,2.2007,0,25,1,115
4878,21.85,2.1898,0,25,1,115
4879,23.0,2.1392,0,25,1,115
4880,24.15,2.0178,0,25,1,115
4881,25.3,1.806,0,25,1,115
4882,26.45,1.5505,0,25,1,115
4883,27.6,1.2754,0,25,1,115
4884,28.75,0.98703,0,25,1,115
4885,29.9,0.7045100000000001,0,25,1,115
4886,31.05,0.43713,0,25,1,115
4887,32.2,0.23304,0,25,1,115
4888,33.35,0.11448,0,25,1,115
4889,34.5,0.06776,0,25,1,115
4890,35.65,0.053725,0,25,1,115
4891,36.8,0.049010000000000005,0,25,1,115
4892,37.95,0.046858,0,25,1,115
4893,39.1,0.045492000000000005,0,25,1,115
4894,40.25,0.044293,0,25,1,115
4895,43.7,0.040847,0,25,1,115
4896,47.15,0.038004,0,25,1,115
4897,50.6,0.035133,0,25,1,115
4898,54.05,0.032376999999999996,0,25,1,115
4899,57.5,0.029528,0,25,1,115
4900,60.95,0.026913,0,25,1,115
4901,64.4,0.024744,0,25,1,115
4902,67.85,0.022678,0,25,1,115
4903,71.3,0.020916,0,25,1,115
4904,74.75,0.019412000000000002,0,25,1,115
4905,78.2,0.018057,0,25,1,115
4906,80.5,0.017213,0,25,1,115
4907,80.5,0.006414,1,25,1,115
4908,78.2,0.0065497,1,25,1,115
4909,74.75,0.006872499999999999,1,25,1,115
4910,71.3,0.007355500000000001,1,25,1,115
4911,67.85,0.007957899999999999,1,25,1,115
4912,64.4,0.0086398,1,25,1,115
4913,60.95,0.0094406,1,25,1,115
4914,57.5,0.010539,1,25,1,115
4915,54.05,0.011655,1,25,1,115
4916,50.6,0.01285,1,25,1,115
4917,47.15,0.014103000000000001,1,25,1,115
4918,43.7,0.015412,1,25,1,115
4919,40.25,0.01734,1,25,1,115
4920,39.1,0.018106999999999998,1,25,1,115
4921,37.95,0.019009,1,25,1,115
4922,36.8,0.02048,1,25,1,115
4923,35.65,0.023027000000000002,1,25,1,115
4924,34.5,0.03137,1,25,1,115
4925,33.35,0.058645,1,25,1,115
4926,32.2,0.13197,1,25,1,115
4927,31.05,0.26992,1,25,1,115
4928,29.9,0.4611,1,25,1,115
4929,28.75,0.6846,1,25,1,115
4930,27.6,0.9196,1,25,1,115
4931,26.45,1.1606,1,25,1,115
4932,25.3,1.3887,1,25,1,115
4933,24.15,1.5772,1,25,1,115
4934,23.0,1.7051,1,25,1,115
4935,21.85,1.7605,1,25,1,115
4936,20.7,1.7893,1,25,1,115
4937,19.55,1.7944,1,25,1,115
4938,18.4,1.8008,1,25,1,115
4939,17.25,1.8079,1,25,1,115
4940,13.8,1.8122,1,25,1,115
4941,10.35,1.82,1,25,1,115
4942,6.9,1.8272,1,25,1,115
4943,3.45,1.8278,1,25,1,115
4944,0.0,1.8262,1,25,1,115
4945,3.45,1.8281,1,25,1,115
4946,6.9,1.8226,1,25,1,115
4947,10.35,1.8223,1,25,1,115
4948,13.8,1.8136,1,25,1,115
4949,17.25,1.8014,1,25,1,115
4950,18.4,1.798,1,25,1,115
4951,19.55,1.7922,1,25,1,115
4952,20.7,1.7864,1,25,1,115
4953,21.85,1.7761,1,25,1,115
4954,23.0,1.7396,1,25,1,115
4955,24.15,1.6531,1,25,1,115
4956,25.3,1.4985,1,25,1,115
4957,26.45,1.2968,1,25,1,115
4958,27.6,1.0682,1,25,1,115
4959,28.75,0.83573,1,25,1,115
4960,29.9,0.60222,1,25,1,115
4961,31.05,0.3808,1,25,1,115
4962,32.2,0.2048,1,25,1,115
4963,33.35,0.09440599999999999,1,25,1,115
4964,34.5,0.045751,1,25,1,115
4965,35.65,0.028404000000000002,1,25,1,115
4966,36.8,0.022144999999999998,1,25,1,115
4967,37.95,0.019778999999999998,1,25,1,115
4968,39.1,0.018553,1,25,1,115
4969,40.25,0.017537999999999998,1,25,1,115
4970,43.7,0.015645,1,25,1,115
4971,47.15,0.014119,1,25,1,115
4972,50.6,0.012913999999999998,1,25,1,115
4973,54.05,0.011648,1,25,1,115
4974,57.5,0.010508,1,25,1,115
4975,60.95,0.009334899999999998,1,25,1,115
4976,64.4,0.008498299999999999,1,25,1,115
4977,67.85,0.0079208,1,25,1,115
4978,71.3,0.0073598,1,25,1,115
4979,74.75,0.0068605,1,25,1,115
4980,78.2,0.0065041,1,25,1,115
4981,80.5,0.0062827,1,25,1,115
4982,109.25,0.012765,0,100,1,115
4983,106.95,0.013347,0,100,1,115
4984,103.5,0.014225999999999999,0,100,1,115
4985,100.05,0.015328,0,100,1,115
4986,96.6,0.016418000000000002,0,100,1,115
4987,93.15,0.017678,0,100,1,115
4988,89.7,0.019053,0,100,1,115
4989,86.25,0.020513,0,100,1,115
4990,82.8,0.022199,0,100,1,115
4991,79.35,0.02377,0,100,1,115
4992,75.9,0.025373,0,100,1,115
4993,72.45,0.027173000000000003,0,100,1,115
4994,69.0,0.029095,0,100,1,115
4995,67.85,0.029872000000000003,0,100,1,115
4996,66.7,0.030619999999999998,0,100,1,115
4997,65.55,0.031554,0,100,1,115
4998,64.4,0.03308,0,100,1,115
4999,63.25,0.03734,0,100,1,115
5000,62.1,0.052614999999999995,0,100,1,115
5001,60.95,0.094059,0,100,1,115
5002,59.8,0.16635,0,100,1,115
5003,58.65,0.26433,0,100,1,115
5004,57.5,0.37001,0,100,1,115
5005,56.35,0.48047,0,100,1,115
5006,55.2,0.59267,0,100,1,115
5007,54.05,0.69843,0,100,1,115
5008,52.9,0.78682,0,100,1,115
5009,51.75,0.8409200000000001,0,100,1,115
5010,50.6,0.8644700000000001,0,100,1,115
5011,49.45,0.87023,0,100,1,115
5012,48.3,0.8712700000000001,0,100,1,115
5013,47.15,0.87277,0,100,1,115
5014,46.0,0.87277,0,100,1,115
5015,42.55,0.87225,0,100,1,115
5016,39.1,0.8712,0,100,1,115
5017,35.65,0.8715,0,100,1,115
5018,32.2,0.87225,0,100,1,115
5019,28.75,0.873,0,100,1,115
5020,25.3,0.87359,0,100,1,115
5021,21.85,0.87389,0,100,1,115
5022,18.4,0.8731399999999999,0,100,1,115
5023,14.95,0.8710399999999999,0,100,1,115
5024,11.5,0.8712700000000001,0,100,1,115
5025,8.05,0.8697,0,100,1,115
5026,4.6,0.86866,0,100,1,115
5027,1.15,0.86866,0,100,1,115
5028,0.0,0.86836,0,100,1,115
5029,1.15,0.86761,0,100,1,115
5030,4.6,0.86941,0,100,1,115
5031,8.05,0.86895,0,100,1,115
5032,11.5,0.8710399999999999,0,100,1,115
5033,14.95,0.8720899999999999,0,100,1,115
5034,18.4,0.87359,0,100,1,115
5035,21.85,0.8729100000000001,0,100,1,115
5036,25.3,0.87284,0,100,1,115
5037,28.75,0.8726799999999999,0,100,1,115
5038,32.2,0.8723200000000001,0,100,1,115
5039,35.65,0.87179,0,100,1,115
5040,39.1,0.8712700000000001,0,100,1,115
5041,42.55,0.8715700000000001,0,100,1,115
5042,46.0,0.87255,0,100,1,115
5043,47.15,0.87359,0,100,1,115
5044,48.3,0.87261,0,100,1,115
5045,49.45,0.87255,0,100,1,115
5046,50.6,0.86731,0,100,1,115
5047,51.75,0.8472,0,100,1,115
5048,52.9,0.79833,0,100,1,115
5049,54.05,0.7184699999999999,0,100,1,115
5050,55.2,0.61728,0,100,1,115
5051,56.35,0.509,0,100,1,115
5052,57.5,0.39712,0,100,1,115
5053,58.65,0.28673000000000004,0,100,1,115
5054,59.8,0.18461,0,100,1,115
5055,60.95,0.10447000000000001,0,100,1,115
5056,62.1,0.059026999999999996,0,100,1,115
5057,63.25,0.039979,0,100,1,115
5058,64.4,0.033961,0,100,1,115
5059,65.55,0.03192,0,100,1,115
5060,66.7,0.03083,0,100,1,115
5061,67.85,0.030076,0,100,1,115
5062,69.0,0.029379000000000002,0,100,1,115
5063,72.45,0.027368,0,100,1,115
5064,75.9,0.025608999999999996,0,100,1,115
5065,79.35,0.023972999999999998,0,100,1,115
5066,82.8,0.022356,0,100,1,115
5067,86.25,0.020769,0,100,1,115
