                        -240.00		7.1301E-03		7.5735E+00
			-237.00		7.4851E-03		7.5750E+00
			-234.00		7.8765E-03		7.5795E+00
			-231.00		8.3680E-03		7.5645E+00
			-228.00		8.9652E-03		7.5960E+00
			-225.00		9.6557E-03		7.5810E+00
			-222.00		10.458E-03		7.5735E+00
			-219.00		11.328E-03		7.6005E+00
			-216.00		12.269E-03		7.6290E+00
			-213.00		13.336E-03		7.6260E+00
			-210.00		14.697E-03		7.6140E+00
			-209.00		15.299E-03		7.5690E+00
			-208.00		16.052E-03		7.6065E+00
			-207.00		17.277E-03		7.6230E+00
			-206.00		20.119E-03		7.5900E+00
			-205.00		28.245E-03		7.6155E+00
			-204.00		46.518E-03		7.6035E+00
			-203.00		80.253E-03		7.5810E+00
			-202.00		122.74E-03		7.6335E+00
			-201.00		170.59E-03		7.5885E+00
			-200.00		220.00E-03		7.5915E+00
			-199.00		271.89E-03		7.6200E+00
			-198.00		321.08E-03		7.5720E+00
			-197.00		370.03E-03		7.6080E+00
			-196.00		408.89E-03		7.6305E+00
			-195.00		435.73E-03		7.5735E+00
			-194.00		448.16E-03		7.6245E+00
			-193.00		453.97E-03		7.5930E+00
			-192.00		457.30E-03		7.5705E+00
			-191.00		459.78E-03		7.6080E+00
			-190.00		461.36E-03		7.6080E+00
			-187.00		466.85E-03		7.6020E+00
			-184.00		471.61E-03		7.5825E+00
			-181.00		477.12E-03		7.5705E+00
			-178.00		481.79E-03		7.5780E+00
			-175.00		487.20E-03		7.6170E+00
			-172.00		492.52E-03		7.6200E+00
			-169.00		497.34E-03		7.6245E+00
			-166.00		502.46E-03		7.6245E+00
			-163.00		508.46E-03		7.6230E+00
			-160.00		513.58E-03		7.6230E+00
			-157.00		518.90E-03		7.6200E+00
			-154.00		524.29E-03		7.6275E+00
			-151.00		529.06E-03		7.5870E+00
			-148.00		535.34E-03		7.5765E+00
			-145.00		541.29E-03		7.5930E+00
			-142.00		547.14E-03		7.5885E+00
			-139.00		553.49E-03		7.5720E+00
			-136.00		559.29E-03		7.5900E+00
			-133.00		564.85E-03		7.6215E+00
			-130.00		570.53E-03		7.6140E+00
			-127.00		577.45E-03		7.6110E+00
			-124.00		583.35E-03		7.5855E+00
			-121.00		589.89E-03		7.5675E+00
			-118.00		595.88E-03		7.5720E+00
			-115.00		603.05E-03		7.5765E+00
			-112.00		609.33E-03		7.5870E+00
			-109.00		615.66E-03		7.6065E+00
			-106.00		623.01E-03		7.6275E+00
			-103.00		629.57E-03		7.6290E+00
			-100.00		637.01E-03		7.6200E+00
			-97.00		643.99E-03		7.6305E+00
			-94.00		650.89E-03		7.6050E+00
			-91.00		657.84E-03		7.5885E+00
			-88.00		664.82E-03		7.5990E+00
			-85.00		672.84E-03		7.6110E+00
			-82.00		680.83E-03		7.6275E+00
			-79.00		687.64E-03		7.6305E+00
			-76.00		694.76E-03		7.6170E+00
			-73.00		702.53E-03		7.5840E+00
			-70.00		709.88E-03		7.5900E+00
			-67.00		717.39E-03		7.5900E+00
			-64.00		725.66E-03		7.5945E+00
			-61.00		734.40E-03		7.6185E+00
			-58.00		741.25E-03		7.5885E+00
			-55.00		748.67E-03		7.5975E+00
			-52.00		756.23E-03		7.5810E+00
			-49.00		764.18E-03		7.5885E+00
			-46.00		772.41E-03		7.6125E+00
			-43.00		779.48E-03		7.6320E+00
			-40.00		786.91E-03		7.6095E+00
			-37.00		793.94E-03		7.6290E+00
			-34.00		800.32E-03		7.5795E+00
			-31.00		806.24E-03		7.6020E+00
			-28.00		812.43E-03		7.6290E+00
			-25.00		818.24E-03		7.6335E+00
			-22.00		822.86E-03		7.6125E+00
			-19.00		828.12E-03		7.6185E+00
			-16.00		832.48E-03		7.5750E+00
			-13.00		836.00E-03		7.5825E+00
			-10.00		837.73E-03		7.6170E+00
			-7.00		839.10E-03		7.6260E+00
			-4.00		841.03E-03		7.6050E+00
			-1.00		842.54E-03		7.6020E+00
			0.00		841.85E-03		7.5690E+00
			1.00		842.04E-03		7.5780E+00
			4.00		841.81E-03		7.6050E+00
			7.00		840.07E-03		7.6065E+00
			10.00		837.72E-03		7.5885E+00
			13.00		834.39E-03		7.5900E+00
			16.00		830.64E-03		7.5990E+00
			19.00		826.26E-03		7.6320E+00
			22.00		820.90E-03		7.5795E+00
			25.00		815.99E-03		7.5810E+00
			28.00		810.66E-03		7.5975E+00
			31.00		803.70E-03		7.6260E+00
			34.00		797.09E-03		7.6290E+00
			37.00		790.73E-03		7.6335E+00
			40.00		783.31E-03		7.6215E+00
			43.00		774.89E-03		7.6230E+00
			46.00		767.41E-03		7.6230E+00
			49.00		760.47E-03		7.5900E+00
			52.00		753.41E-03		7.5975E+00
			55.00		745.67E-03		7.6200E+00
			58.00		737.73E-03		7.6125E+00
			61.00		729.67E-03		7.6185E+00
			64.00		721.95E-03		7.6335E+00
			67.00		714.06E-03		7.6380E+00
			70.00		706.46E-03		7.6140E+00
			73.00		699.23E-03		7.5855E+00
			76.00		691.44E-03		7.5885E+00
			79.00		684.27E-03		7.6110E+00
			82.00		676.89E-03		7.6320E+00
			85.00		669.68E-03		7.6290E+00
			88.00		662.47E-03		7.6305E+00
			91.00		654.19E-03		7.6170E+00
			94.00		647.41E-03		7.6320E+00
			97.00		640.85E-03		7.6305E+00
			100.00		634.17E-03		7.6305E+00
			103.00		626.82E-03		7.6290E+00
			106.00		620.35E-03		7.5780E+00
			109.00		613.60E-03		7.6125E+00
			112.00		606.64E-03		7.6305E+00
			115.00		599.64E-03		7.5795E+00
			118.00		593.75E-03		7.5840E+00
			121.00		586.86E-03		7.5810E+00
			124.00		580.65E-03		7.5795E+00
			127.00		574.64E-03		7.6065E+00
			130.00		568.79E-03		7.6320E+00
			133.00		562.72E-03		7.6290E+00
			136.00		556.39E-03		7.6350E+00
			139.00		550.42E-03		7.6305E+00
			142.00		544.92E-03		7.6140E+00
			145.00		539.10E-03		7.5960E+00
			148.00		533.18E-03		7.6185E+00
			151.00		527.62E-03		7.6305E+00
			154.00		522.13E-03		7.6245E+00
			157.00		516.80E-03		7.6335E+00
			160.00		511.12E-03		7.6185E+00
